	english	sinhala	Similarity score	Alignment score
1117	JPEG quality must be a value between 0 and 100; value '%s' could not be parsed.	JPEG ප්‍රමිතිය 0 සහ 100 අගයන් අතර තිබිය යුතුමයි; '%s' අගය යොමු කළ නොහැක.	0.2117647221978109	0.501627
923	Compose a new mail message	නව තැපැල් පණිවිඩයක් සකසන්නNew	0.21171894782583878	0.962963
530	"Sending ""%s"" to %s"	"%sට ""%s"" යවමින්"	0.21169210841345637	0.717105
355	Error while trying to transfer the file	ගොනුව හුචමාරු කිරීමට උත්සහ කිරීමේදී දෝෂය	0.2116143295652325	0.432317
655	_Full name	සම්පූර්ණ නම (_F)	0.211499933852549	0.735294
600	Image	පිළිඹිබු	0.21140912246093613	1.0
45	the two of hearts	හාර්ත දෙක	0.2112359659701655	0.494444
891	Create a new contact list	නව සම්බන්ධතා ලැයිස්තුවක් නිර්මාණය කරන්නNew	0.21083281436323512	0.856887
1041	Check all file systems	සියලුම ගොනු පද්ධති පිරික්සන්න	0.21020139990829448	0.482609
1372	Open Location	පිහිටුම විවෘත කරන්න	0.2100175554485717	0.85
981	Extraction not performed	විහිදුවීම සිදු නොවුනි	0.20997814032700823	0.760909
705	Send To:	වෙත යවන්න:	0.20997445201664464	0.540404
369	Connection has been lost	සම්බන්ධතාවය නැතිවුණි	0.2098115302808183	0.82
1265	Show multiple pages	පිටු කිහිපයක් පෙන්වන්න	0.20970116812837056	0.741304
726	1st to 10th	1 සිට 10 දක්වා	0.20949814176301504	0.8
917	Create a new memo list	නව සිහිපත් ලැයිස්තුවක් නිර්මාණය කරන්න	0.20941079382948546	0.751144
885	Security Information	ආරක්‍ෂක තොරතුරු	0.20938959630780477	0.535714
258	Show version	අනුවාදය පෙන්වන්න	0.20926879786783684	0.457014
740	Go to Date	දිනයට යන්න	0.20922228493541212	0.863636
433	%s is now known as %s	%s දැන් %s ලෙස හදුන්වයි	0.20899608005231277	0.456439
712	Send Options	යැවීමේ විකල්ප	0.20886356553338595	1.0
975	All archives	සියළුම සංරක්‍ෂණ	0.208830557205649	1.0
603	Error on deleting image %s	%s පිළිඹිබුව මැකීමෙදි දෝෂයකි	0.20878439855069664	0.66092
847	Receiving Email	විද්‍යුත් තැපැල් ලැබීම	0.2087638031029128	0.464674
647	_Wants to receive HTML mail	HTML ලැබීමට අවශ්‍යයි (_W)	0.20873822279984613	0.406593
498	Don't connect on startup	ආරම්භයේදී සම්බන්ධ කරන්න එපා	0.2085125637087486	0.868571
1355	Additional Information	අමතර තොරතුරු	0.20846261044075506	0.568562
918	Create a new assigned task	නව නියම කළ කාර්‍යයක් නිර්මාණය කරන්නNew	0.20827150415314044	0.539886
842	Forwarded message	ඉදිරියට යැවූ පණිවිඩය	0.2082600211128406	0.809524
192	empty	හිස්	0.2080333596675021	1.0
71	Unknown value	නොදන්න අගය	0.20788160506043002	1.0
513	Disable camera	කැමරාව අක්‍රීය කරන්න	0.2078681084076249	0.4
516	Video call	විදෘශ්‍ය ඇමතුම	0.207851207283997	0.427273
1167	PNM file has an incorrect initial byte	PNM ගොනුව තුළ සාවද්‍ය ආරම්භක බයිටයක් ඇත	0.20781491648836145	0.493269
376	What is your AIM screen name?	ඔබගේ AIM තිර නාමය කුමක්ද?	0.2077481960844467	0.770513
837	Forwarded messages	ඉදිරියට යැවූ පණිවිඩ	0.20747873015389998	0.8
1343	Available formats	භවිතයට ඇති සංයුති	0.20737474862864516	0.416667
387	What is your Facebook password?	ඔබේ ෆේස්බුක් මුරපදය කුමක්ද?	0.20736207079208285	0.75
982	Could not create the destination folder: %s.	අනිත් අන්තයේ නිර්මාණය කළ නොහැකිවිය: %s.	0.20696755728114113	0.593056
902	Calendar and Tasks	දිනදර්ශනය සහ කාර්‍යයන්	0.20696312625817848	1.0
150	Installing packages	පැකේජයන් ස්ථාපනය කරමින්	0.20695125208488094	0.4125
596	No image loaded.	පිළිඹිබුව පූරණය නොවුනි.	0.20674277126053128	0.401961
892	Create a new address book	නව ලිපින පොතක් නිර්මාණය කරන්න	0.2067421045362848	0.607692
414	You are not allowed to change the topic	ඔබට මාතෘකාව වෙනස් කිරීමට අවසර නැත	0.20674169801664571	0.9
511	Can't establish audio stream	ශ්‍රව්‍ය දහරක් ගොඩනැගීමට නොහැක	0.20669776511722338	0.666296
259	Connect to Server	සර්වරයට සම්බන්ධ වන්න	0.20665339293565937	0.384921
357	Unknown reason	නොදන්නා කාරණය	0.20650677487736457	0.552381
963	Unknown reason	නොදන්නා හේතුවක්	0.20650677487736457	1.0
570	Reconnect	නැවත සම්බන්ධවෙන්න	0.20640268266303943	0.861111
1278	Configure the application	යෙදුම මානකරණය කරන්න	0.2063659775085502	0.392308
1164	PNG compression level must be a value between 0 and 9; value '%s' could not be parsed.	PNG සම්පීඩන මට්තම අනිවාර්යෙන්ම 0 සහ 9 අගයන් තුළ පිහිටිය යුතු වේ; '%s' අඟය විස්තර කළ නොහැකිවිය.	0.20603555647927124	0.499758
1255	Open a recently used file	මෑතකදි භාවිතා කළ ගොනුව විවෘත කරන්න	0.20602287031801414	0.832967
478	Contact disconnected	සබඳතාව විසන්ධිවිය	0.2058527733742903	0.615079
739	Go to Today	අද දිනයට යන්න	0.20580864692365322	0.464286
884	Reply to All	පිළිතුර සියල්ලන්ටම	0.20574093981844524	0.846154
978	"You don't have the right permissions to read files from folder ""%s"""	"""%s"" බහලුම තුලින් ගොනු කියවීම සඳහා ඔබට නිසි අවසර නැත"	0.2056293272690112	0.345172
1350	by description	විස්තරය මඟින්	0.20549770454341182	0.685714
1319	An error occurred while renaming a file or directory	ගොනුවේ හෝ බහලුමේ නම වෙනස් කිරීමෙදි දෝෂයක් හටගැනුණි	0.20548845100608282	0.403996
879	No encryption	සංකේතනය නැත	0.20537758752529128	0.72619
908	Show as list	ලැයිස්තුවක් ලෙස පෙන්වන්න	0.205281043789604	0.372308
378	Create a new account on the server	සර්වරයේ නව ගිණුමක් තනන්නMyUserName on freenode	0.20515821178847438	0.434043
576	Image Viewer	ප්‍රතිබිම්භ දර්ශකය	0.20501777992979522	0.453441
105	Listen to music	සංගීතයට සවන් දෙන්න	0.2049172643011833	0.398026
1057	Unknown argument '%s'	'%s'අඥාත විස්තාරය	0.20480117509814408	0.363636
819	popup list	උපත්තන ලැයිස්තුව	0.2047862561831973	0.47861
583	Save As	මෙසේ සුරකින්න	0.2047335520587883	0.491071
46	the three of hearts	හාර්ත තුන	0.20473266748454322	0.825
881	SSL encryption	SSL සංකේතනය	0.20463099158855316	1.0
1216	No XPM header found	XPM ශීර්ෂකය හමුවුයේ නැත	0.20456700796062907	0.525
185	Operation failed	මෙහෙයුම අසාර්ථකයි	0.20451612455769708	1.0
1201	Insufficient memory to open TIFF file	TIFF ගොනුව විවෘත කිරීමට මතකය ප්‍රමාණවත් නැත	0.2043952019462157	0.835526
402	What is your SIP login ID?	ඔබගේ SIP පිවිසීමේ ID එක කුමක්ද?	0.2041517540007078	0.428241
691	minutes	මිනිත්තු	0.20409695541360234	1.0
969	When new mail arri_ves in	නව පණිවිඩයක් පැමි_ණි විට	0.20403731100241893	0.942308
1067	day,days	දිනය,දින	0.20399714495589655	1.0
1311	Current selection	දැනට ඇති තේරිම	0.2039152294740771	0.388889
409	Click to enlarge	විශාලනය කිරීමට ක්ලික් කරන්න	0.20383078910980656	0.378151
494	Do you want to remove %s from your computer?	ඔබට ඔබගේ පරිගණකයෙන් %s ඉවත් කිරීමට අවශ්‍යද?	0.20369615050739553	0.640657
243	Further information:	වැඩිදුර තොරතුරු:	0.20367458519540482	1.0
178	tree table	රුක් වගුව	0.20324983864920068	0.477273
301	Search for a keyword	මුල පදයක් සොයන්න	0.2031576535731117	0.372549
176	table	වගුව	0.20309437125540195	1.0
1218	XPM file has image height <= 0	XPM ගොනුවේ පිළිඹිබු උස <= 0	0.20308132279858804	0.677995
878	%s mailing list	%s තැපැල් ලැයිස්තුව	0.20296340335033253	1.0
911	Show one week	එක් සතියක් දර්ශනය කරන්න	0.20284965314511982	0.550595
107	Leave Closed	වසා තබන්න	0.20260741586258332	0.569231
1217	XPM file has image width <= 0	XPM ගොනුවේ පිළිඹිබු පළල <= 0	0.2024738676003307	0.764368
429	%1$s was banned by %2$s	%1$s, %2$s විසින් තහනම් කරන ලදි	0.20246098626895312	0.619792
669	Company Phone	සේවාස්ථානයේ දුරකථනය	0.20234452377660372	0.514286
807	Save directory	බහලුම සුරකින්න	0.2023348002086656	0.366667
404	What is your Yahoo! ID?	ඔබගේ Yahoo! ID එක කුමක්ද?	0.20231692596053563	0.717949
1394	_Previous Tip	පෙර ඉඟි (_P)	0.2023108905219261	0.549451
641	Unable to perform search.	සෙවීම ක්‍රියාත්මක කළ නොහැක.	0.2022611333707811	0.646978
750	calendar view for one or more days	දින එකකට හෝ කිහිපයක් සඳහා දිනදර්ශන දසුන	0.20222504165300698	0.480357
1349	by name	නම මඟින්	0.20217242503278252	0.479167
423	Topic set to: %s	තේමාව මෙයට පිහිටුවා ඇත: %s	0.20216777743472722	0.907407
598	Couldn't allocate memory for loading JPEG file	JPEG ගොනුව පූරණයට මතකය වෙන් කළ නොහැක	0.20214722080233485	0.587407
754	calendar view for a month	මාසයක් සඳහා දිනදර්ශන දසුන	0.2021387876717584	0.519231
758	Click to add a task	කාර්‍යයක් එක් කිරිමට ක්ලික් කරන්න	0.20213878034175678	0.683824
599	Image Settings	පිළිඹිබු සැකසුම්	0.2021270412535344	0.564706
381	What is your GroupWise password?	ඔබගේ Groupwise මුරපදය කුමක්ද?	0.20209707807398433	0.762121
1086	Failed to load image '%s': reason not known, probably a corrupt image file	'%s'පිළිඹිබුව පූරණය දෝෂසහිතයි: හේතුව නොදන්නා අතර සමහරවිට දූෂිත පිළිඹිබු ගොනුවක් විය හැක	0.2020206236192565	0.305758
1247	"The file ""%s"" is read-only."	"""%s"" ගොනුව කියවීමට පමණි."	0.201981745791876	0.505714
47	the four of hearts	හාර්ත හතර	0.20198058887106368	0.484211
668	Business Phone 2	ව්‍යාපාරික දුරකථනය 2	0.20195537983594417	1.0
625	Delete the temporary file	තාවකාලික ගොනුව මකන්න	0.20190830687470654	0.612637
1161	Insufficient memory to load PNG file	PNG ගොනුව පූරණයට මතකය ප්‍රමාණවත් නැත	0.20176143991429152	0.581081
1373	Image Properties	පිංතූර වත්කම්	0.20165907695339205	0.573529
578	Image Properties	ප්‍රතිබිම්භයේ වත්කම්	0.20165907695339205	0.490196
1210	Not enough memory to load image	පිළිඹිබුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.20157865157236982	0.563301
366	Authentication failed	සහතික කිරීම අසමත්විය	0.20153394999406907	0.555195
403	What is your SIP account password?	ඔබගේ SIP ගිණුම් මුරපදය කුමක්ද?	0.20150736693755186	0.772811
702	Play a sound	ශබ්දයක් වාදනය කරන්න	0.20144369758036687	0.773077
1138	Unsupported icon type	සහාය නොදක්වන සංකේත වර්‍ගයක්	0.20141981203939754	0.689935
1021	Rename the selection	තේරීමෙ නම වෙනස්කරන්න	0.2013928465880267	0.428571
672	Mobile Phone	ජංගම දුරකථනය	0.2013135712992837	1.0
755	calendar view for one or more weeks	සතියක් හෝ සති කිහිපයක් සඳහා දිනදර්ශන දසුන	0.20122197155210486	0.617063
785	Priority: %s	ප්‍රමුඛත්වය: %s	0.20119955577988854	1.0
1345	success	සාර්ථකයි	0.2011838167198322	1.0
1280	Undo the last action	අවසාන ක්‍රියාව අහොසි කරන්න	0.20106018581097873	0.563492
1386	Image Windows	පිංතූර කවුළුව	0.20101313083166142	0.464286
958	By Se_nder	යවන්නා මඟින් (_n)	0.20099574714787144	0.502525
704	after	පසු	0.20099064704458441	1.0
15	Glenwood	ග්ලෙන්වූඩ්	0.20080517217262417	1.0
184	caption	යටි ලියමන	0.20073861717173191	0.7
956	By _Company	ආයතනය මඟින් (_C)	0.2006370782904135	0.522059
377	What is your AIM password?	ඔබගේ AIM මුරපදය කුමක්ද?	0.20058598257807778	0.706019
768	Summary: %s	සාරංශය: %s	0.200542492260397	1.0
456	_Previous Conversations	පෙර සංවාද (_P)	0.2003665824126964	0.375
428	%1$s was kicked by %2$s	%1$s, %2$s විසින් එළවන ලදි	0.20036573615836983	0.650463
1257	_Display line numbers	පෙළ අංක අක්‍රීය කරන්න (_D)	0.20029503431801388	0.55303
469	Missed calls	මඟහැරුණු ඇමතුම්	0.20026361625288508	1.0
106	Show Details	විස්තර පෙන්වන්න	0.20026233617490483	0.473558
493	Your new account has not been saved yet.	ඔබගේ නව ගිණුම තවමත් සුරැකා නැත.	0.2002079362587308	0.556402
1396	User installation failed!	පරිශීලක ස්ථාපනය අසමත් විය!	0.2002009873512269	0.490741
164	drawing area	චිත්‍රණ පෙදෙස	0.200194864366963	0.406593
1267	Zoom the page out	පිටුව කුඩා කරන්න	0.20014151816142428	0.888889
1317	An error occurred while creating a new directory	නව බහලුම නිර්මාණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.20005119270435234	0.468676
24	_Recently Played	මෑතකදි තරග කළ (_R)	0.19991409370558436	0.425697
1169	PNM file has an image width of 0	PNM ගොනුවෙහි පිළිඹිබු පළල ශුන්‍ය වේ	0.19986962879213835	0.532828
280	Books disabled	පොත් අක්‍රිය කර ඇත	0.1998581527692342	0.710526
172	push button	එබුම් බොත්තම	0.19958566955106868	1.0
624	Jump to page:	පිටුවට පනින්න:	0.1995504630524039	0.480952
1356	Server logfile:	සර්වරයේ ලඝු ගොනුව:	0.19937576805854293	0.465461
1397	Path name:	මාර්‍ග නාමය:guides-type	0.1993222322141104	0.626894
801	Untitled Message	නිර්ණාමික පණිවිඩය	0.1992723853572156	1.0
1077	Date of Birth	උපන් දිනය	0.19920139154202793	0.428571
37	the three of spades	ඉස්කෝප්ප තුන	0.19907234337824384	0.521154
1160	Fatal error in PNG image file: %s	PNG පිළිඹිබු ගොනුව තුළ තීරනාත්මක දෝෂයක් ඇත: %s	0.19876703875537732	0.470901
48	the five of hearts	හාර්ත පහ	0.1985043248815198	0.517544
1279	Print the current page	දැනට භාවිතාවන ගොනුව මුද්‍රණය කරන්න	0.1983973504397525	0.755901
1300	Selection	තේරිම්	0.19821669095834032	1.0
384	What is your ICQ password?	ඔබගේ ICQ මුරපදය කුමක්ද?	0.19812023337198972	0.706019
362	Missed call from %s	%s ගෙන් මඟහැරුණු ඇමතුමක්	0.19810840080301337	0.775
1225	Insert spaces	ඉඩකඩ ඇතුළු කරන්න	0.1978951151581356	0.823529
187	Invalid record	වැරදි රෙකෝඩය	0.19786012222196306	0.535897
157	Selected Link	තෝරාගත් සබැඳිය	0.1978545626871906	1.0
445	Website	වෙබ් අඩවිය	0.1977767998170113	0.727273
116	Remove downloaded package files	බාගත කරන ලද පැකේජ ගොනු ඉවත් කරන්න	0.19774507235593092	0.412684
1308	Local files only	දේශීය ගොනු පමණි	0.19774257132712916	0.332721
1174	PNM image loader does not support this PNM subformat	PNM පිළිඹිබු පූරකය මෙම PNM උපසංයුතියට සහාය නොදක්වයි	0.1977240250093492	0.685414
863	Message is Junk	නිසරු පණිවිඩයකි	0.19764163868417844	0.34375
1351	by author	කර්තෘ මඟින්	0.1976128979457825	0.6
353	You canceled the file transfer	ඔබ ගොනු හුවමාරුව අවලංගු කරන ලදි	0.1974659484354959	0.555948
1128	Not enough memory to load GIF file	GIF ගොනුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.19726808332536339	0.497802
817	in the future	අනාගතයේදි	0.19717730412583462	0.75
614	Not a launchable item	දියත් කල හැකි අයිතමයක් නොවේ	0.1971005707815488	0.590909
148	Failed	අසාර්ථක විය	0.19698474291933218	0.833333
667	Business Phone	ව්‍යාපාරික දුරකථනය	0.19691234490802867	0.410526
1381	C_olumns:	තීරු (_o):	0.19684458557764156	0.772727
831	Show Fields	ක්‍ෂේත්‍ර පෙන්වන්න	0.19668225987677132	1.0
526	%s is inviting you to join %s	%s ඔබට %sට එක් වීමට ආරාධනා කරයි	0.1966278534405898	0.759375
989	You don't have permission to create an archive in this folder	මෙම බහලුම තුළ සංරක්‍ෂණයක් නිර්මාණයට ඔබට අවසර නැත	0.19653024700322377	0.728604
1159	Transformed PNG has unsupported number of channels, must be 3 or 4.	පරිණාමිත PNG හි සහාය නොදක්වන නාලීකාවකා ප්‍රමාණයක් ඇත එය 3 හෝ 4 විය යුතුම වේ.	0.19647964143286858	0.549943
537	File transfer completed	ගොනු හුවමාරුව සම්පූර්ණයි	0.19646642718881166	1.0
147	Canceled	අහෝසි කල	0.1964389596747978	0.666667
1288	Search for and replace text	පෙළ සඳහා සොයා ආදේෂ කරන්න	0.19642246825998924	0.447857
913	Next 7 Days' Appointments	දිනය පුරා ඇති සම්මුතිය (_p)	0.19641035821592603	0.615385
1016	View as a F_older	බහලුමක් ලෙස දර්ශනය කරන්න (_o)	0.19640076651074023	0.305556
413	Topic not supported on this conversation	මෙම සංවාදයේ මාතෘකාව සහය නොදක්වයි	0.19638611193451877	0.659645
1384	Default Image	පෙරනිමි පිංතූරය	0.1963384363591106	1.0
465	Search	සොයන්න	0.19632494333033612	1.0
709	Cut the selection	තෝරාගත් කොටස කපන්න	0.19631386770752227	0.75731
1111	BMP image has unsupported header size	BMP පිළිඹිබුවේ ශීර්ෂකයේ ප්‍රමාණය සහාය නොදක්වයි	0.19625290247541086	0.719485
635	Failed to authenticate with LDAP server.	LDAP සර්වරය සමග සත්‍යවත් කිරීම අසාර්ථකයි.	0.196224446316684	0.723287
1144	Unsupported JPEG color space (%s)	සහාය නොදක්වන JPEG වර්‍ණ අවකාශයක් (%s)	0.19617164172785082	0.767028
318	Hide main window	ප්‍රධාන කවුළු ස‍ඟවන්න	0.19604576352779862	0.328877
994	Getting the file list	ගොනු ලැයිස්තුව ලබා ගනිමින්	0.19581952080538947	0.505051
397	What is your Windows Live password?	ඔබගේ Windows Live මුරපදය කුමක්ද?	0.19580373852335528	0.782828
1325	The selected files cannot be moved to the trash.	තෝරාගත් ගොනු ඉවතලන බහලුමට දැමිය නොහැක.	0.19571829607589664	0.4809
787	Africa/Algiers	අප්‍රිකාව/ඇල්ජිරියාව	0.19570767335914802	1.0
920	Completed Tasks	අවසන් කළ	0.19525822342369434	0.645833
654	The contact data is invalid:	සම්බන්ධක දත්ත වලංගු නොවේ:	0.19518024842431356	0.452918
464	People nearby	ආසන්නයේ පුද්ගලයින්	0.19511129489089915	0.539474
242	_Skip this test	මෙම පරික්ෂාව මඟහරින්න (_S)	0.19510322587680504	0.510417
1170	PNM file has an image height of 0	PNM ගොනුවෙහි පිළිඹිබු උස ශුන්‍ය වේ	0.1950908853267406	0.463866
1027	Reload current archive	දැනට භාවිතයේ ඇති සංරක්‍ෂණය ප්‍රථිපූරණය කරන්න	0.1950876995486784	0.733333
871	All local folders	සියළු ප්‍රාදේෂිය බහලුම්	0.1949737057987819	0.6875
454	Do you really want to remove the contact '%s'?	ඔබට ඇත්තටම '%s' සබඳතාව ඉවත්කිරීමට අවශ්‍යද?	0.19492990267446375	0.735774
795	Save the current file with a different name	දැනට භාවිතාවන ගොනුව වෙනස් නමකින් සුරකින්න	0.1948171509079234	0.651515
434	Disconnected	විසන්ධිවිය	0.19479383093273955	1.0
930	Create a new folder for storing mail	තැපැල් එක්රැස් කිරීම සඳහා නව බහලුමක් නිර්මාණය කරන්න	0.19472405006502821	0.551195
1374	Color Profile	වර්‍ණ පැතිකඩ	0.19445802744488647	0.445055
477	Contact connected	සබඳතාව සම්බන්ධවිය	0.19443283396944916	1.0
1367	(Type any character to close this window)	(මෙම කවුළුව වසා දැමීමට ඕනෑම අක්ෂරයක් යතුරු ලියනය කරන්න)	0.19431950156750138	0.672619
151	Removing packages	පැකේජ ඉවත් කරමින්	0.19430500763543057	0.416667
407	Select Your Avatar Image	ඔබගේ මූර්ති පින්තූරය තෝරන්න	0.1941477538133773	1.0
28	About this game	මෙම ක්‍රිඩාව සම්බන්ධව	0.194136890765524	0.607955
188	Daemon not running	ඩීමන් ක්‍රියාත්මක නොවේ	0.1940663875219211	1.0
109	Send	යවන්න	0.19400072465277676	1.0
1328	Type a new shortcut	නව කෙටි මඟක් ඇතුලත් කරන්න	0.19395319978607944	0.503846
569	Disconnect	විසන්ධි කරන්න	0.19391734832837826	0.785714
886	Enter password.	රහස්පදය ඇතුළත් කරන්න.	0.1939083638529224	0.471591
459	Removing group	සමූහය ඉවත් කරමින්	0.1938964349678378	0.466667
1142	Error interpreting JPEG image file (%s)	JPEG පිළිඹිබු ගොනුව (%s) ව්‍යාඛ්‍යායනය දෝෂ සහිතයි	0.19380921054030575	0.6
264	Backing up…	උපස්ථ කරමින්…	0.19374364400375768	0.526786
697	is	වනුයේ	0.19367228125492497	1.0
1202	Failed to load RGB data from TIFF file	TIFF ගොනුවෙන් RGB දත්ත පූරණය අසමත් විය	0.19359142225918038	0.358974
929	Move the selected folder into another folder	තෝරාගත් බහලුම වෙනත් බහලුමක් වෙතට ගෙනයන්න	0.19353416433607165	0.629268
816	weeks	සති	0.19299782336808113	1.0
996	An error occurred while extracting files.	ගොනු විහිදීමෙදි දෝෂයක් හටගැනුනි	0.19299268561742802	0.743304
841	Forwarded message - %s	ඉදිරියට යැවූ පණිවිඩය - %s	0.19295585938417573	0.846154
1248	Romanian	රෝමානු	0.1929067634577358	1.0
492	Romanian	රුෙම්නියානු	0.1929067634577358	1.0
113	Permission denied	අවසර දීමට නොහැක	0.192877189973729	0.461806
961	Permission denied	අවසර වලකා ඇත	0.192877189973729	0.497863
623	Find	සොයන්න	0.19279145227827782	1.0
365	Unknown	නොදන්නා	0.19270433743853382	1.0
1133	GIF image was truncated or incomplete.	GIF පිළිඹිබු ලුප්ත වි හෝ අසම්පුර්ණව ඇත.	0.1926259574971997	0.646795
745	calendar view event	දිනදර්ශන සිදුවීම් දසුන	0.19258617458249494	0.320652
650	Error adding contact	සම්බන්ධතාවය එක් කිරීමේ දෝෂයකි	0.19246561892343303	0.883333
180	footer	පාදකය	0.19226164845013605	1.0
1200	Dimensions of TIFF image too large	TIFF පිළිඹිබුවේ මාන ඉතා විශාල වේ	0.1922145785406786	0.541558
1064	Unknown variable '%s'	නොදන්නා විචල්‍ය '%s'	0.19210254893210504	0.604978
501	Incoming call from %s	%s ගෙන් ලැබෙන ඇමතුම	0.19203097580213271	0.497727
973	Create and modify an archive	සංරක්‍ෂණයක් නිර්මාණය කරන්න සහ වෙනස් කරන්න	0.1918512677843116	0.805419
1093	This build of gdk-pixbuf does not support saving the image format: %s	gdk-pixbuf ගොඩ නැගීම පිළිඹිබු සංයුතිය සුරකීමට සහාය නොදක්වයි: %s	0.1917898436716474	0.440848
143	Installed packages	ස්ථාපිත පැකේජයන්	0.19167883348689868	1.0
479	Connected to server	සේවාදායකයට සම්බන්ධ විය	0.191530816341272	0.423913
1184	Cannot allocate memory for IOBuffer struct	IOBuffer ව්‍යුහය සඳහා මතකය වෙනකර තැබිය නොහැක	0.19147525489838588	0.443669
1037	Out of Range	සීමාවෙන් පිටත	0.1909745660675783	0.409341
186	Invalid host name	host නාමය වැරදියි	0.19084589197303706	0.361111
412	Failed to open private chat	පුද්ගලික සල්ලාපය විවෘත කිරීම‍ට අසමත් විය	0.19055637799687045	0.61324
542	Chat Room	සල්ලාප මණ්ඩපය	0.19049028483371333	0.5
666	Assistant Phone	සහායක දුරකථනය	0.19041498752654956	1.0
490	Japanese	ජපන්	0.1903944540539362	1.0
899	Display	සංදර්ශකය	0.1902209723825288	1.0
1387	Display	සංදර්ශනය	0.1902209723825288	1.0
1281	Redo the last undone action	අවසාන අහෝසි කළ ක්‍රියාව නැවත කරන්න	0.19004990973740346	0.564286
480	Disconnected from server	සේවාදායකයෙන් විසන්ධි විය	0.19004432452114456	0.52
394	What is your Jabber password?	ඔබගේ Jabber මුරපදය කුමක්ද?	0.19002794148333807	0.737037
392	What is your Jabber ID?	ඔබගේ Jabber ID එක කුමක්ද?	0.1900218382719418	0.517628
138	Do you want to continue [Y/n]?	ඔබට ඉදිරියට යාමට අවශ්‍යද [Y/n]?	0.18991343115502368	0.825101
674	Other Fax	වෙනත් ෆැක්ස්	0.18990953114514608	0.530769
964	On This Computer	මෙම පරිගණකය මත	0.18989486537223552	0.645098
1310	Untitled documents only	නිර්ණාමික ලේඛන පමණි	0.18982381883639582	0.770833
249	Online Accounts	මාර්ගගත ගිණුම්	0.18977847547291676	0.547917
298	DevHelp Website	DevHelp වෙබ් අඩවියDevhelp	0.18944777168789198	0.403846
590	Question	ප්‍රශ්ණය	0.18931997621375987	1.0
1238	Question	ප්‍රශ්නය	0.1893199676759701	1.0
371	People Nearby	ආසන්නයේ පුද්ගලයින්	0.18929337833752224	0.460526
746	It has no events.	එය සතුව සුදුවීම් නැත.	0.18927187431278572	0.712121
177	tool bar	මෙවලම් තීරුව	0.18923729270442158	0.452991
356	The other participant is unable to transfer the file	අනෙක් සහභාගිකයාට ගොනුව හුවමාරු කිරීමට නොහැක	0.18922994020927095	0.886792
