	english	sinhala	Similarity score	Alignment score
366	Layout	ගෙවිමේ ක්‍රමය:	0.5104796814848669	0.733333
367	The traditional Open Look Window Manager	සාම්ප්‍රධායික විවෘත පෙනුම කවුළු කළමණාකරුComment	0.5104451821825933	0.387703
368	Sets the initial tooltip for the tray icon	තැටි අයිකනය සඳහා තනි ටූල්ටිපයක් සකසයි	0.5103505185688846	0.637393
369	XML Data from the UK MET Office	UK MET කාර්‍යාලය වෙතින් XML දත්තName	0.5103178248100448	0.69299
370	Show window fullscreen	කවුළුම මුළු තිරයේ පෙන්වන්න	0.5102795580460224	0.644122
371	Help center search index configuration and generation	උදව් මධ්‍යස්ථාන සූචිය සැකසීම හා ජනනයName	0.5102322679013014	0.806459
372	Device selection timing	උපකරණ තේරීම් වේලාතැබීම	0.510198746167589	0.639493
373	Switch to Previous Desktop	මීට පෙර වැඩතලයට මාරුවන්න	0.5101729365123902	0.328148
374	Use auto-expanding folders for all view types	සියළුම වර්ග සඳහා ස්වයංක්‍රීයව- විශාලවන බහාළුම් භාවිත කරන්න	0.510147254281037	0.672255
375	Bounce keys	පොලාපනින යතුරු	0.5101272119791247	1.0
376	Bounce Keys	පොළාපනින යතුරු	0.5101272119791247	0.508333
377	New Link to Application	භාවිත යෙදවුමට නව සබැඳියName	0.5100968327606097	0.794643
378	Add Bookmark	සලකුණු කරන්න	0.5100286442611832	0.615385
379	light thunderstorm	කුඩා අකුණුweather condition	0.510011807171395	0.574248
380	Geolocation from IP address.	IP ලිපින තුළින් පිහිටුමComment	0.5100099182454869	0.497219
381	AC adaptor unplugged	AC ඇඩැප්ටරය ගලවා ඇතComment	0.5099632055789698	0.531746
382	Variation Selectors	විචල්‍ය තෝරාගැනීම්	0.5098711562168319	0.460526
383	Playlist Layout Editor	වාදන ලැයිස්තුව	0.5098139517358504	0.847826
384	Grid spacing	දැලේ පරතරය	0.5097294811566826	1.0
385	Double click interval:	ද්විත්ව ක්ලික් කාල පරාසය:	0.5096900472271955	0.352007
386	Audio and Video IDE	ශ්‍රව්‍ය සහ දෘශ්‍ය IDEName	0.5096110760932788	0.72037
387	Edit Profile	පැතිකඩ වෙනස් කරන්න	0.5094635398418177	0.842105
388	Animate switch	මාරුව සජීවීකරණය කරන්න	0.5094166834023781	0.40303
389	Remove the selected filename pattern.	තෝරාගත් ගොනු නාම රටාව ඉවත් කරන්න	0.5093981344443819	0.795853
391	Icons	අයිකනName	0.5093846434610896	1.0
392	Cuneiform Numbers and Punctuation	Cuneiform අංක හා විරාම ලකුණු	0.5092977837266517	0.43002
394	Link View	සබැඳි දසුන (k)	0.5092509807436727	0.833333
395	Unthemed BeOS-like style	තේමා රහිත BeOS- වැනි රටාවName	0.5091481162526179	0.833333
396	Search and Launch Containment	සෙවුම් හා ආරම්භක ධාරකයComment	0.5091463273274712	0.533333
397	Disable arbitrary disk access	අත්තනෝමතික තැටි පිවිසීම අක්‍රීය කරන්න@ info: shell	0.5091177324939054	0.671569
398	Configure the bookmarks home page	පොත්සලකුණු නිවෙස් පිටුව සකසන්නName	0.5090944868279621	0.767647
399	Tile Game	ඵලක ක්‍රීඩාවName	0.5090046682744287	1.0
400	Gesture_triggers	හැසිරීම්_ ඇටවුම්Name	0.508945288893301	0.738095
401	Shrink View	දසුන හකුළන්න	0.5088554059329908	0.599359
402	Internet related applications, such as Web browser, Email and chat	අන්තර්ජාලය සම්බන්ධ භාවිත යෙදවුම්, වෙබ් ගවේශකය, තැපැල් හා සංවාද වැනිComment	0.5085323736420833	0.531045
403	Small Form Variants	කුඩා ප්‍රකාර විචල්‍ය	0.508453962393105	0.684524
404	AC adaptor plugged in	AC ඇඩැප්ටරය සවිකර ඇතComment	0.5084150904731359	0.464286
405	Configure the proxy servers used	භාවිතවන ප්‍රොක්සි සේවා දැකසුම්Name	0.5083722356066573	0.792208
406	Use system bell whenever a locking key gets activated or deactivated	යතුරු අගුළු දැමීම සක්‍රීය හෝ අක්‍රීය වන සෑම අවස්ථාවකදීම පද්ධති සීනුව භාවිත කරන්න	0.5083195906045148	0.437735
407	CJK Compatibility Ideographs	CJK අනුකූල චිත්‍රක ලිපි	0.5083061605910189	0.895833
408	Curls on Green	කොළ මත වකුටුName	0.5082732965529431	0.317647
409	Konqueror Introduction	Konqueror හදුන්වාදීම	0.5082495928218123	0.455487
410	Default password:	පෙරනිමි මුරපදය:	0.5081934676854871	0.527778
411	Sound and Video Configuration	ශ්‍රව්‍ය හා දෘශ්‍ය සැකසුම්Name	0.5081822010106407	0.787097
412	Bug fixes and improved startup performance	දෝෂ විසදීම් සහ ඇරඹුම් ක්‍රියාකාරිත්ව දියුණුව	0.5080767344988999	0.544703
413	Enable automatic regeneration of start menu entries	ආරම්භක මෙනු ඇතුළත්කිරීම්හී ස්වයංක්‍රීය නැවත ජනනය සක්‍රීය කරන්නtooltip for checkbox	0.507984438110725	0.341752
414	Load View Profile	දසුන් පැතිකඩ පූරණය	0.5079341536184074	0.676901
415	Use KDE's system notification mechanism whenever a keyboard accessibility feature is turned on or off	යතුරු පුවරු පිවිසුම් සහායකයක් සක්‍රීය හෝ අක්‍රීය කල සැමවිටම KDE හී පද්ධති දැන්වීම් යාන්ත්‍රණය භාවිත කරන්න	0.5077618228970096	0.409452
416	Restored all calibration values for joystick device %1.	% 1 ජෝයිස්ටික් උපකරණය සඳහා සියළු ක්‍රමාංකන අගයන් ප්‍රථිපිහිටුවිනි. NAME OF TRANSLATORS	0.5076983367835055	0.671285
417	& Enable keyboard repeat	යතුරුපුවරු නැවත යෙදීම සක්‍රීය කරන්න (E)	0.5076816793734906	0.5325
418	Press %1 while NumLock is active	NumLock සක්‍රීය විට% 1 ඔබන්න	0.5075950908758387	0.33908
419	Edit Profiles	පැතිකඩ සකසන්න	0.5074286211747676	0.571429
420	Add new proxy exception address to the list.	නව ප්‍රොක්සි මඟහැරීම් ලිපිනයක් ලැයිස්තුවට එක් කරන්න.	0.5071890066901688	0.818449
421	Instruction Sets	උපදෙස් මාලාName	0.507167852454586	1.0
422	Could not get kernel driver version for joystick device %1: %2	% 1:% 2 ජෝයිස්ටික උපකරණ සඳහා වන කර්නල ධාවක සංස්කරණ හඳුනාගත නොහැක.	0.5069837006012676	0.48088
423	List windows and desktops and switch them	කවුළු හා වැඩතල ලැයිස්තුගත කර ඒවා මාරුකරන්නName	0.5069503463455476	0.352584
424	Critical battery level	දරුණු ලෙස පහළ බැටරි මට්ටම	0.5069482781691477	0.556856
425	Animation on tab box open	ටැබ කොටුව විවෘත කිරීමේදී සජීවීකරණය	0.5069251947134035	0.344505
427	Global options for the Plasma workspace	ප්ලාස්මා වැඩබිම් සඳහා විශ්ව විකල්පName	0.5069109381001908	0.785577
428	A simple web browser	සරල වෙබ් ගවේශකයක්Comment	0.506892272765981	0.757143
429	Added files to SVN repository.	SVN කෝෂ්ටාගාරයට ගොනු එක්විය@ info: status	0.5067575979192043	0.604839
432	Running the configuration tool failed	සැකසුම් මෙවලම ක්‍රියාත්මක කිරීම අසාර්ථකයි	0.5064551543791822	0.411654
433	Keyboard controller style	යතුරුපුවරු පාලක රටාව	0.5063591234356863	0.669414
435	PowerDevil has triggered an internal error	PowerDevil හට අභ්‍යන්තර වරදක් හටගැණිනිName	0.5062056683891569	0.662791
436	KDE Index generator for help files.	උදව් ගොනු සඳහා KDE පටුන ජනණය.	0.5061585044604726	0.611111
437	Offer shutdown options	වසාදැමීමේ විකල්ප පිළිගන්වන්න (f)	0.5061493878311012	0.627141
438	Information about files and directories.	ගොනු හා බහාළුම් පිළිබඳ තොරතුරුName	0.5060586674953811	0.594774
439	Clipboard/ Selection Behavior	ක්ලිප් පුවරුව/ තෝරාගැනීම් හැසිරීම	0.5060562373473658	0.30098
440	Close after mouse dragging	මවුස ඇදීමෙන් පසුව වසාදමන්න	0.5059886742383242	0.518519
441	Colorful hovered scrollbars	වර්ණවත් ස්ක්‍රෝල් තීරුව	0.5058687846321845	0.64881
442	Checking file system for new files	නව ගොනු සඳහා ගොනු පද්ධතිය පිරික්සමින්@ info: status	0.5057774857850745	0.635989
443	Max. viewport dimensions	උපරිම. දර්ශක මාන	0.5057525055890437	0.305882
444	New JavaScript Policy	නව ජාවාස්ක්‍රිප්ට ප්‍රතිපත්තිය	0.5057489941827953	0.508065
445	Battery at warning level	බැටරිය අවවාද මට්ටමේ පවතීComment	0.5057427301362623	0.49875
446	Unknown application folder	නොදන්නා යෙදුම් බහලුම	0.5057328472466907	0.727513
447	Built-in unthemed CDE style	තිළැලි තේමාරහිත CDE රටාවName	0.5057154519890901	0.718596
448	& Lock sticky keys	ඇළෙන යතුරු අගුළු දමන්න (L)	0.505701604524802	0.646199
449	A minimalist window manager based on AEWM	AEWM මත පාදක වූ minimalist කවුළු කළමණාකරුවෙක්Name	0.505600278818747	0.681429
451	Use default stylesheet Select this option to use the default stylesheet.	පෙරනිමි රටා පත්‍ර භාවිත කරන්න පෙරනිමි රටා පත්‍ර භාවිතය සඳහා මෙම විකල්පය තෝරන්න.	0.5054262231278699	0.402825
452	One or more of the specified proxy settings are invalid. The incorrect entries are highlighted.	ඔබේ ප්‍රොක්සි සැකසුම් එකක් හෝ කිහිපයක් නිවැරදි නොවේ. වැරදි ඇතුළත් කිරීම් උපුටා දැක්වේ.	0.5053303485910874	0.456897
454	Display gears inside the cube	ඝනකය තුළ ආම්පන්න පෙන්වන්නName	0.5051839120133081	0.366667
455	Small black cursors	කුඩා කළු කර්සර	0.5051556565376814	1.0
456	Quick Access Terminal	ක්ෂණික පිවිසුම් අග්‍රයName	0.5051219879533164	0.69697
457	Performing a suspension job	නැවතීමේ ක්‍රියාව ඉටුකරමින්Comment	0.5051141874573659	0.65021
458	Scaling capability	ප්‍රමාණකරණ හැකියාව	0.5050731459050439	1.0
459	Netscape plugin viewer	Netscape ප්ලගින දර්ශකය	0.5050136478093918	0.695652
460	Low battery level	අවම බැටරි මට්ටමක්	0.5049943951889873	0.611111
461	PHP Keyword/ Datatype list	PHP යතුරු වදන්/ දත්ත වර්‍ග ලැයිස්තුව	0.5049809146876214	0.603604
462	Cover Manager	කවර කළමණාකරු	0.5049142386415042	1.0
463	Move window to group	කවුළුව කණ්ඩායම වෙත ගෙනයන්න	0.5049065916973632	0.732804
464	Could not get number of axes for joystick device %1: %2	% 1:% 2 ජෝයිස්ටික උපකරණ සඳහා වන අක්‍ෂ ගණන හඳුනාගත නොහැක.	0.5048439680758747	0.363095
465	Use additional thumbnail bar	අමතර කුඩාරූප තීරුව භාවිත කරන්න	0.5047985559504014	0.705228
466	CD Rewritable	CD නැවත ලිවිය හැකි	0.5047623176651541	0.736842
467	Viewer for Plasma wallpapers	ප්ලාස්මා පසුබිම්තිර සඳහා දර්ශකය	0.5047307281056419	0.408405
468	Rogue-like Games	රගර් වැනි ක්‍රීඩාName	0.5047017770993989	0.886364
469	Playlist	වාදන ලැයිස්තුව	0.5046498570300173	0.666667
470	Accept character sets:	අකුරු කට්ටල පිළිගන්න:	0.5046285845455714	0.357708
471	Use graphical regexp editor	චිත්‍රක regxp සංස්කාරකය භාවිත කරන්න	0.5045728622426395	0.652778
472	Enable screen saver	තිර සුරැකුම සක්‍රීය කරන්න	0.5044986045104451	0.846154
473	Highlighting for SQL	SQL සඳහා උපටීම	0.504470673535252	0.490476
474	Customize the screen saver	තිර සුරැකුම රිසිසේ සකසන්න	0.5044238284754101	0.319801
475	Thumbnail Aside	පසෙකින් කුඩා රුවක්Comment	0.5043941242329311	0.5625
476	Press %1 while NumLock and ScrollLock are active	NumLock, CapsLock හා ScrollLock සක්‍රීය විට% 1 ඔබන්න	0.5043856590054929	0.451675
478	Show file tips	ගොනු ඉඟි පෙන්වන්න	0.5043531313422136	1.0
479	Draw & small caption bubbles on active windows	සක්‍රීය කවුළු මත කුඩා මාතෘකා බුබුල් අඳින්න (s)	0.5043141154528712	0.329787
480	Audio Device Type	ශ්‍රව්‍ය උපකරණ වර්‍ගය	0.5043069270323031	1.0
481	Kmail is the standard Mail program for the KDE desktop.	KDE වැඩතලය සඳහා සම්මත තැපැල් වැඩසටහන වනුයේ Kmail	0.5042189878149657	0.457908
482	Disable it on slow system to disable background images.	අඩු වේගයක් ඇති පද්ධතියකදී පසුබිම් පින්තූර අක්‍රීය කිරීමට එය අක්‍රීය කරන්න.	0.5042117843622691	0.577024
483	Optimum asynchronous request size	ප්‍රශස්ත අසම්මුහුර්ත ඉල්ලීම් ප්‍රමාණය	0.504146594699705	0.763932
484	Cordless Wheel Mouse	රැහැන් රහිත රෝද මවුසය	0.5041227769761463	0.652597
485	Suppress background images	පසුබිම් පිංතූර යටපත් කරන්න	0.5040789312042762	0.574074
486	Suppress background images Selecting this option will prevent Konqueror from loading background images.	පසුබිම් පිංතූර යටපත් කරන්න මෙය තෝරාගැනීම Konqueror විසින් පසුබිම් පිංතූර පූරණය කිරීම වලකාලයි.	0.5040773021610221	0.504808
487	Use the system bell whenever a gesture is used to turn an accessibility feature on or off	පිවිසුම් සහායක විශේෂාංගයක් යතුරුපුවරු හැසිරීමක් මගින් සක්‍රීය හෝ අක්‍රීය කල සැම විටම පද්ධති සීනුව භාවිත කරන්න	0.5040730605251156	0.365657
488	Move the selected profile down in the menu list	තෝතාගත් පැතිකඩ මෙනු ලැයිස්තුවෙ පහලට ගෙනියන්න	0.5040118102915585	0.454167
489	Max. rectangular texture size	උපතිම ඍජුකෝණී ආකෘති ප්‍රමාණය	0.5039723436930217	0.576437
490	Use window title	කවුළු මාතෘකාව භාවිත කරන්න	0.5039448145835195	0.563348
491	Show filter bar	පෙරහණතීරුව පෙන්වන්න@ info	0.5038149966567289	0.348558
492	& Switch desktop on edge:	සීමාවේදී වැඩතලය මාරු කරන්න (% S)	0.5038031881558709	0.504662
493	Cordless TrackMan FX	රැහැන් රහිත ට්‍රැක්මෑන් FX	0.5037414699327201	0.470899
495	Search file type	ගොනු වර්‍ගය සොයන්න	0.5036728656559717	0.668731
496	Wobbly Windows	කවුළු සොලවන්නComment	0.5036659112374764	0.590476
497	The Common Desktop Environment, a proprietary industry standard desktop environment	පොදු වැඩතල පාරිසරිකය, වානිජමය සම්මත වැඩතල පාරිසරිකයName	0.5035982142144348	0.738095
498	Random screen saver	අහඹු තිරසුරැකුම	0.5035942094109487	0.49375
499	Use native system file dialogs	පියවු පද්ධති ගොනු සංවාද භාවිත කරන්නtooltip for checkbox	0.5035352793929633	0.488479
500	Chance Thunderstorms	අහම්බෙන් අකුණු කුණාටුවweather forecast	0.5035216044343542	0.525641
501	Virtual desktop nine is selected	නම වැනි අතත්‍ය වැඩතලය තෝරාගැණිනිName	0.503512821829645	0.339066
502	Battery at critical level	බැටරිය දරුණු ලෙස පහළ මට්ටමක පවතීComment	0.5035055003245361	0.444231
503	Enter the address for the proxy configuration script.	ප්‍රොක්සි සැකසුම් ස්ක්‍රිප්ටය සඳහා ලිපිනය ඇතුළත් කරන්න.	0.5034489665995352	0.474206
504	Edit command line of the selected application.	තෝරාගත් භාවිත යෙදවුමේ විධානීය රේඛාව සකසන්න	0.5034037346895275	0.408461
505	Blowing Sand	වැලි සුළඟweather forecast	0.50329746294301	0.538462
506	"Enter the name of the environment variable, e. g. HTTPS_PROXY, used to store the address of the HTTPS proxy server. Alternatively, you can click on the ""Auto Detect"" button to attempt an automatic discovery of this variable."	"පාරිසරික විචල්‍යයේ නම මෙහි ඇතුළත් කරන්න, උදා. HTTPS_ PROXY, සාමාන්‍යයෙන් HTTPS ප්‍රොක්සි සංග්‍රහක වල ලිපින ගබඩා කිරීමට යොදාගනී. ඊට අමතරව, ඔබට"" ස්වයංක්‍රීයව හඳුනාගන්න ""බොත්තම මගින් මෙම විචල්‍යය ස්වයංක්‍රීයව සොයාගත හැක."	0.5032752998231445	0.412375
507	VGA unclassified device	VGA වර්ග නොකල උපකරණයක්	0.5032627251348458	0.891304
508	& Read Device	උපාංගය එක් කරන්න...	0.5032438549678773	0.828571
509	Currency Symbols	මූල්‍ය සංකේත	0.5032162643037736	0.466063
510	Includes your language settings in the browser identification text to obtain localized versions of the page.	පිටුවේ පරිවර්තිත සංස්කරණ ලබාගැනීම සඳහා ගවේශක අනන්‍යතා පෙළෙහි ඔබේ භශා සැකසුම් අඩංගු කරයි.	0.5032127832600963	0.371972
511	Input Gain Limits	ආදාන ලැබීම් සීමා	0.5032069327135105	0.655229
512	Save Location:	සුරකින ස්ථානය:	0.5031811160733923	0.6
513	Frame buffer properties	රාමු බෆර වත්කම්	0.5030940192518756	0.71875
514	Window to Previous Desktop	කවුළුව මීට පෙර වැඩතලයට	0.5030886310560163	0.300322
515	Thunderstorm Snow	හිම කුණාටුවweather condition	0.5030224879446905	0.619732
516	Combining Diacritical Marks for Symbols	ස්වරානුකූල ලකුණු සංකේත සඳහා සංයුක්ත කරන්න	0.5029547007216024	0.536905
517	Show hidden files	සැඟවුණු ගොනු පෙන්වන්න@ action: button	0.5029496531060431	0.502924
518	Show Hidden Files	සැඟවුණු ගොනු පෙන්වන්න@ action: inmenu View	0.5029496531060431	0.570413
519	Use alternative configuration file	වෛකල්පික මානකරණ ගොනුව භාවිත කරන්න	0.5028714936816512	0.579412
520	Theme Manager	තේමා කළමණාකරයComment	0.5027287019765936	1.0
522	Includes your platform type in the browser identification text	ගවේශක අනන්‍යතා පෙළෙහි ඔබේ වේදිකා වර්‍ගය ඇතුළත් කරන්න.	0.5024960784066934	0.365079
523	News Reader	ප්‍රවෘති කියවන්නාName	0.5024641864292789	0.587121
524	Starts a program to debug the crashed application.	බිඳවැටුනු භාවිතයෙදවුම නිවැරදිකිරීමට වැඩසටහනක් අරඹන්න@ action: button	0.5023998352698982	0.462063
525	Virtual desktop twenty is selected	විසිවැනි අතත්‍ය වැඩතලය තෝරාගැණිනිName	0.5023813245643396	0.532331
526	Apply colors to & non-KDE4 applications	KDE4 නොවන භාවිත යෙදවුම් සඳහා වර්ණ ඇතුළත් කරන්න. (n)	0.5021993539266987	0.677885
527	Teaching Tools	ඉගැන්වීමේ මෙවලම්Name	0.5021744183613919	1.0
528	DJ-Mixer and Player	DJ- Mixer සහ වාදකයName	0.5021689432614949	0.477174
529	Delete Marked Files	තෝරාගත් අකුරු මකන්න	0.502140563679859	0.3
530	Focal Length	නාඹි දුර@ label	0.5021172694978304	0.425481
531	Empty Trash	ඉවතලන බහලුම හිස් කරන්න@ label	0.5020696209685411	0.35
532	Matching window property:	ගැලපෙන කවුළු වත්කම්:	0.502023471519351	0.722527
533	Double click on menu button:	මෙනු බොත්තම මත දෙවරක් ක්ලික් කරන්න:	0.5020034025801579	0.435824
534	Press %1 while CapsLock and ScrollLock are active	CapsLock හා ScrollLock සක්‍රීය විට% 1 ඔබන්න	0.5019359587167855	0.588182
535	Save Color Scheme	වර්‍ණ තේමාව සුරකින්න	0.5019037347665289	0.309524
536	Miscellaneous Symbols and Arrows	විවිධ සංකේත හා ඊතල	0.5018608746904647	0.720893
537	DVD Rewritable	නැවත ලිවිය හැකි DVD	0.5018516242562328	0.75
538	An extensible window manager scriptable with an Emacs Lisp-like language	දිගුකල හැකි කවුළු කළමණාකරු Emacs Lisp- වැනි භාශාවකින් සැකසිය හැකName	0.5017894074262585	0.441433
539	& Show bookmarks without folder	බහලුම රහිතව පොත්සලකුණ පෙන්වන්න (S)	0.5017613517575228	0.594196
540	Could not get number of buttons for joystick device %1: %2	% 1:% 2 ජෝයිස්ටික උපකරණ සඳහා වන බොත්තම් ගණන හඳුනාගත නොහැක.	0.5017038878140738	0.483051
541	Information about the crash:	ඔව, මට බිඳවැටීම පිළිබඳ තොරතුරු සැපයිය හැකියි. @ title: group	0.5015304928820115	0.745902
542	Launch & Kmail	& Kmail අරඹන්නDescription	0.5015022529405542	0.420513
543	"Enter the name of the environment variable, e. g. HTTP_PROXY, used to store the address of the HTTP proxy server. Alternatively, you can click on the ""Auto Detect"" button to attempt automatic discovery of this variable."	"පාරිසරික විචල්‍යයේ නම මෙහි ඇතුළත් කරන්න, උදා. HTTP_ PROXY, සාමාන්‍යයෙන් HTTP ප්‍රොක්සි සංග්‍රහක වල ලිපින ගබඩා කිරීමට යොදාගනී. ඊට අමතරව, ඔබට"" ස්වයංක්‍රීයව හඳුනාගන්න ""බොත්තම මගින් මෙම විචල්‍යය ස්වයංක්‍රීයව සොයාගත හැක."	0.5014629866855103	0.410101
544	Browse for initial directory	ආරම්භක බහලුම සඳහා ගවේශනය	0.5014071754558245	0.831034
545	Add web sidebar module	වෙබ් පැති පුවරුව එක් කරන්න	0.5013897715689382	0.727858
546	French Polynesia	ප්‍රංශ පොලිනීසියාවName	0.5013672696659341	1.0
547	PDA Battery	PDA බැටරිය	0.5012727272987831	0.348485
548	Apply inactive window color & effects	අක්‍රීය කවුළු වර්ණ සැරසුම් එක් කරන්න (e)	0.5010952294542221	0.483633
549	"Enter the name of the environment variable, e. g. FTP_PROXY, used to store the address of the FTP proxy server. Alternatively, you can click on the ""Auto Detect"" button to attempt an automatic discovery of this variable."	"පාරිසරික විචල්‍යයේ නම මෙහි ඇතුළත් කරන්න, උදා. FTP_ PROXY, සාමාන්‍යයෙන් FTP ප්‍රොක්සි සංග්‍රහක වල ලිපින ගබඩා කිරීමට යොදාගනී. ඊට අමතරව, ඔබට"" ස්වයංක්‍රීයව හඳුනාගන්න ""බොත්තම මගින් මෙම විචල්‍යය ස්වයංක්‍රීයව සොයාගත හැක."	0.5010733414164861	0.401552
550	Press %1 while CapsLock is active	CapsLock සක්‍රීය විට% 1 ඔබන්න	0.5009603778889868	0.359804
552	Virtual desktop six is selected	හය වැනි අතත්‍ය වැඩතලය තෝරාගැණිනිName	0.5008748369727982	0.562922
553	Select preferred Web browser application:	කැමති ජාල ගවේශක භාවිත යෙදුම තෝරන්න:	0.5008504761872246	0.535714
554	Use screen savers that manipulate the screen	තිරය පාලනය කරන තිර සුරැකුම් භාවිත කරන්න	0.5007794173288858	0.622222
555	Strip whitespace when executing an action	ක්‍රියාවක් ක්‍රියාත්මක වීමේදී හිස් ඉඩ ඉවත් කරන්න	0.5007714861421846	0.372449
556	Configure the look and feel of window titles	කවුළු ශීර්‍ෂයන්හී පෙනුම හා හැඟීම සකසන්නName	0.5007511039002566	0.438384
557	Display KWin's performance in the corner of the screen	තිරයේ මුල්ලක KWin හී කාර්‍යක්‍ෂමතාව පෙන්වන්නName	0.5007323009340325	0.320037
558	Suspend Compositing	බැඳීම නවතන්න	0.5007139494409785	0.569231
560	Unknown encryption controller	නොදන්නා ගුප්තකේතන පාලකය	0.5006142983620521	0.7
561	Clipboard history size:	ක්ලිප් පුවරු ඉතිහාස ප්‍රමාණය	0.5005984418094158	0.609195
562	Changing authentication token	අවසර දීමේ ටෝකනය වෙනස් කරමින්	0.5005688718811143	0.353448
563	Cube Gears	ඝනකයේ ආම්පන්නComment	0.5005682901246473	0.62987
564	How to Change Desktop Theme	වැඩතල තේමාව වෙනස් කරන්නේ කෙසේද	0.5005635684428853	0.629608
565	start with plasma unlocked for configuring	සැකසීම සඳහා ප්ලාස්මා අගුළු නොලා ආරම්භ කරන්න	0.5005565449246205	0.667283
566	Google News	Google ප්‍රවෘත්තිQuery	0.5004462540382519	1.0
567	Per vector masking	වෙක්ටර් වැස්මක් බැගින්	0.5004420324985404	0.742563
568	Geolocation from GPS address.	GPS ලිපින මගින් පිහිටුමName	0.5004269466298865	0.502381
569	Prefetchable memory behind bridge	පාලම පසුපස ඇති පෙර කැඳවුම් මතකය	0.5004078053461853	0.631434
570	Popup menu at mouse-cursor position	මවුස් කර්සර ස්ථානයේ පොප්- අප් මෙනුවක්	0.5003166810602124	0.421784
571	Email Client	තැපෑල් සහායකComment	0.5002392077003606	0.405769
572	Advanced Battery Settings	වැඩමනත් බැටරි සැකසුම් සැකසුම්	0.5001770896487869	0.30641
573	Configure the way cookies work	කුකී ක්‍රියාකරන ආකාරය සකසන්නName	0.500122233555885	0.483382
575	Pack Shrink Window Horizontally	කවුළුව කට්ටලයක් ලෙස තිරස්ව හකුළන්න	0.5001007272221614	0.5125
576	Configure the behavior for navigating through windows.	කවුළු අතරින් ගමන් කිරීමේ හැසිරීම සකසන්නComment	0.5000300038809655	0.40677
577	Resize, rotate and configure screens.	ප්‍රතිප්‍රමාණය, භ්‍රමණය හා තිර සැකසීම.	0.49997717115911655	0.62247
578	Global JavaScript Policies	ගෝලීය ජාවාස්ක්‍රිප්ට ප්‍රතිපත්ති@ title: group	0.4999713586003054	0.304965
579	South African Rand	දකුණු අප්‍රිකාවName	0.49992419057525694	0.868421
580	Displays Thread Activity	ත්‍රෙඩ් ක්‍රියාකාරකම් දර්ශණය කරයි	0.49992211399005965	0.385882
581	Entertainment encryption device	විනෝදාස්වාද ගුප්තකේතන උපකරණය	0.4998922825179761	0.574353
582	Fading duration:	අවපැහැ කාලසීමාව: Duration of fading	0.499814090115251	0.736111
583	Installing icon themes	අයිකන තේමා ස්ථාපනය කරමින්	0.49973212426993996	0.602843
584	Change the selected proxy exception address.	තෝරාගත් ප්‍රොක්සි මඟහැරීම් ලිපින වෙනස් කරන්න.	0.4997149105765857	0.890338
585	KDED Global Shortcuts Server	KDED විශ්ව කෙටිමං ධාරකයComment	0.4996354877948761	0.548943
586	Enable Clipboard & Actions	ක්ලිප් පුවරු ක්‍රියා සක්‍රීය කරන්න (A)	0.4996233379933983	0.525641
587	Generic system peripheral	සාමාන්‍ය පද්ධති පර්යන්ත උපාංග	0.49960323233972304	0.648718
588	Keep clipboard contents	ක්ලිප්පුවරු අන්තර්ගතය තබාගන්න	0.4995878401969094	0.7625
589	Patches	පොඩ්කාස්ට්	0.49954024248290807	1.0
590	File indexer is suspended	ගොනු සූචිකාරකය නැවතිනි@ info: status	0.49953551893122494	0.766632
591	& Show window resize handle	කවුළු ප්‍රථිප්‍රමාණ අල්ලුව පෙන්වන්න (S)	0.4994766441232059	0.4875
592	Save clipboard contents on exit	පිටවීමේදී ක්ලිප්පුවරු අන්තර්ගතය සුරකින්න	0.49937322372716153	0.565168
594	Output Gain Limits	ප්‍රතිදාන ලැබීම් සීමා	0.49927485748776235	0.70933
595	Import a color scheme from a file	වර්ණ තේමාවක් ගොනුවකින් ආනයනය කරන්න	0.4991850091100787	0.781933
596	Use this combobox to change the border size of the decoration.	සැරසිල්ලේ දාරයේ ප්‍රමාණය වෙනස් කිරීම සඳහා මෙම සංයුක්ත කොටුව භාවිත කරන්න.	0.49916077838861383	0.481083
597	The Editing Commands	සැකසුම් විධාන	0.49914583904319443	0.47619
598	If you click with the mouse and begin to move the mouse at least the drag start distance, a drag operation will be initiated.	ඔබ මවුසය ක්ලික් කර අවම වශයෙන් ඇදීම් ආරම්භක ස්ථානය දක්වාවත් ගෙනයයි නම්. ඇදීමේ ක්‍රියාවක් සැකසෙනු ඇත.	0.4991065536378301	0.45619
599	Small white cursors	කුඩා සුදු කර්සර	0.4990926457721798	1.0
600	Automatically select icons	අයිකන ස්වයංක්‍රීයව තෝරන්න (u)	0.4990698342298856	0.933333
601	Magnify the entire desktop	මුලු වැඩතලයම වැඩතලය විශාලණයName	0.4990238437021617	0.530671
602	Let PowerDevil manage screen powersaving	PowerDevil හට තිර බල සුරැකුම කළමනාකරනය කිරීමට ඉඩදෙන්න	0.4989827666140627	0.456414
603	KDE file type editor - simplified version for editing a single file type	KDE ගොනු වර්ග සකසනය - තනි ගොනු වර්ගයක් සැකසීම සඳහා සරල කල සංස්කරණයකි	0.4989161262783455	0.612964
604	Should the URL be editable for the user	URL ලිපිනය පරිශීලකයාට සැකසීමට හැකි විය යුතුද	0.498909504050971	0.483333
605	Bugfixes and optimizations	නිවැරදි කිරීම් හා සුමටනය	0.4988872404937865	0.533333
606	Dim Inactive	අක්‍රීය අඳුරු කරන්නComment	0.49879256685380824	0.586895
