	english	sinhala	Similarity score	Alignment score
322	Stop playback	පිළිවැයිම නවත්වන්න	0.22790160791875	1.0
323	Home Phone 2	ගෘහස්ථ දුරකථනය 2	0.22785799808070806	0.60181
324	Unknown color	නොදන්නා වර්‍ණය	0.22779119817460014	0.447619
326	Go to the previous page	පෙර පිටුව වෙත යන්න	0.22751960914501979	0.717105
327	No topic defined	මාතෘකාවක් අර්ථ දක්වා නැත	0.22740076296395273	0.731765
328	Open the selected folder	තෝරාගත් බහලුම විවෘත කරන්න	0.22739873632326635	0.549231
329	Open archive	සංරක්‍ෂණය විවෘත කරන්න	0.22736251911737781	0.863636
330	Unable to open help file	උදව් ගොනුව විවෘත කල නොහැක	0.22734779569009333	0.882308
331	Show one week	එක් සතියක් දර්ශනය කරන්න	0.2273203764398204	0.550595
332	Compose a new mail message	නව තැපැල් පණිවිඩයක් සකසන්නNew	0.22723148130535264	0.962963
333	Create a new task list	නව කාර්‍යය ලැයිස්තුවක් නිර්මාණය කරන්න	0.22723102122017735	0.751144
334	An error occurred while creating a new directory	නව බහලුම නිර්මාණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.22722520835123503	0.468676
335	Connect to Server	සර්වරයට සම්බන්ධ වන්න	0.22704807873924437	0.384921
336	minutes	මිනිත්තු	0.22702172638310003	1.0
337	Other Options	වෙනත් විකල්ප	0.22696683121102978	1.0
338	Not found	හමු නොවුණි	0.2269614026427007	0.518182
339	_Full name	සම්පූර්ණ නම (_F)	0.22692687795552047	0.735294
340	%s mailing list	%s තැපැල් ලැයිස්තුව	0.22690347468414984	1.0
342	An error occurred	දෝෂයක් හට ගැනුනි	0.22667170290611552	0.455882
343	The program '%s' is currently not installed.	වැඩ සටහන '%s' මේ මොහොතේ ස්ථාපිතකර නොමැත.	0.22666159614072967	0.658266
344	Unable to use current version!	වත්මන් අනුවාදය භාවිතා කල නොහැක!	0.2265902950139207	0.428427
345	Failed to delete contact	සම්බන්ධතා මැකීමට අසමත් විය	0.2264961303826567	0.576296
346	the unknown card	නොදන්නා කාඩ්පතක්	0.22644466342171654	0.5
347	Text contains invalid UTF-8	පෙළ තුළ සාවද්‍ය UTF-8 අඩංගු වේ	0.2260536478333961	0.56682
348	Account connected	සම්බන්ධිත ගිණුම	0.22598299897799734	0.534722
349	Send Options	යැවීමේ විකල්ප	0.22598028552511096	1.0
350	Search contacts	සබැඳි සොයන්න	0.22583707100056927	0.550481
351	Image	පිළිඹිබු	0.2257652104162844	1.0
352	Show the previous page	මීට පෙර පිටුව පෙන්වන්න	0.22570284766789298	0.826087
353	Internal error in the GIF loader (%s)	GIF පූරකයේ අභ්‍යන්තර දෝෂයකි (%s)	0.22564398498177582	0.479266
354	Search for text	පෙළ සඳහා සොයන්න	0.2255081673433143	0.34375
355	Summary: %s	සාරංශය: %s	0.2254941203573253	1.0
356	Add files to an archive	සංරක්‍ෂණය සඳහා ගොනු ඇතුලත් කරන්නDate Modified	0.22533522145386087	0.45471
357	"Error sending ""%s"" to %s"	"%sට ""%s"" යැවීමේ දෝෂයක්"	0.2252646409542649	0.793043
358	Show as list	ලැයිස්තුවක් ලෙස පෙන්වන්න	0.22512456920958357	0.372308
359	All languages	සියළු භාෂා	0.22509111878612348	1.0
360	Close the current file	දැනට භාවිතාවන ගොනුව වසන්න	0.225073431049168	0.797659
361	Find Pre_vious	පෙර සෙවුම (_x)	0.22469478349892363	0.5
362	The PNM/PBM/PGM/PPM image format family	PNM/PBM/PGM/PPM පිළිඹිබුව සංයුති කුළ	0.22457873395320335	0.55777
363	Select	තෝරන්න	0.22455849209291046	1.0
364	Priority: %s	ප්‍රමුඛත්වය: %s	0.22455582295242493	1.0
365	Paper Size:	කඩදාසියේ ප්‍රමාණය:predefinito:mm	0.22429789339003037	1.0
367	Failed to write to temporary file when loading XBM image	XBM පිළිඹිබු ගොනුව පූරණයේදි තාවකාලීක ගොනුවට ලිවීම අසමත් විය	0.22417805838902685	0.462719
370	weeks	සති	0.22389211077461368	1.0
371	after	පසු	0.22388869268161216	1.0
373	Security Information	ආරක්‍ෂක තොරතුරු	0.22358339219499612	0.535714
375	Preparing to print…	මුද්‍රණය සඳහා සුදානම් කරමින්…	0.2235481177267502	0.713068
376	unknown	නොදන්නා	0.2235375471664156	1.0
377	Could not display help	සහාය දර්ශනය කළ නොහැක	0.22345702165421244	0.31677
378	invalid contact	අවලංගු සබඳතාවකි	0.2234469228242233	0.53125
379	What is your AIM screen name?	ඔබගේ AIM තිර නාමය කුමක්ද?	0.22319417849666934	0.770513
380	Mobile Phone	ජංගම දුරකථනය	0.22315915306717216	1.0
381	Delete selected contacts	තෝරාගත් සබැඳි මකන්න	0.2231517481013725	0.71
382	Install package file	පැකේජ ගොනුවක් ස්ථාපනය කරන්න	0.22311950566199812	0.559524
383	Reply to All	පිළිතුර සියල්ලන්ටම	0.22302163401036523	0.846154
384	calendar view for a month	මාසයක් සඳහා දිනදර්ශන දසුන	0.22290955140488222	0.519231
385	Error removing list	ලැයිස්තුව ඉවත් කිරීමේ දෝෂයකි	0.2226769334565688	0.643103
386	"""%s"" received from %s"	"%s ගෙන් ""%s"" ලැබෙන ලදි"	0.22254933933345455	0.557312
387	Check the current document for incorrect spelling	දැනට ඇති ලේඛනයේ අක්‍ෂර වින්‍යාසය පරීක්‍ෂා කරන්න	0.22252531336974285	0.724583
388	No reason was specified	හේතුවක් විශේෂණය කර නොතිබුණි	0.2224452789641873	0.657738
389	Password required	මුරපදය අවශ්‍යයි	0.2223860722497193	1.0
390	"A folder named ""%s"" already exists. %s"	"""%s"" බහලුම දැනටමත් ඇත. %s"	0.22234066193777835	0.435897
391	Error sending message: %s	පණිවුඩය යැවීමේ දෝෂය: %s	0.22228298348909448	0.418269
392	Couldn't allocate memory for context buffer	සන්ධර්භ ස්වාරක්‍ෂක භාරය සඳහා මතකය වෙන් කළ නොහැකි විය	0.22205292825223244	0.397084
393	(Type any character to close this window)	(මෙම කවුළුව වසා දැමීමට ඕනෑම අක්ෂරයක් යතුරු ලියනය කරන්න)	0.2220189261573991	0.672619
394	Not supported	සහය නොදක්වයි	0.22201372029894628	0.510989
395	Delete address book '{0}'?	'{0}' ලිපින පොත මැකීමට අවශ්‍යද?	0.22192244672760353	0.378472
396	Unsupported depth for ICO file: %d	ICO ගොනුව සඳහා සහාය නොදක්වන ගැබුරක්: %d	0.22189412755168988	0.776786
397	Show the next page	මීළඟ පිටුව පෙන්වන්න	0.22185814984670196	0.638158
398	Create a new address book	නව ලිපින පොතක් නිර්මාණය කරන්න	0.22158399220961655	0.607692
400	Do you want to remove %s from your computer?	ඔබට ඔබගේ පරිගණකයෙන් %s ඉවත් කිරීමට අවශ්‍යද?	0.22150969744598115	0.640657
401	Open a recently used file	මෑතකදි භාවිතා කළ ගොනුව විවෘත කරන්න	0.22141174571279865	0.832967
402	Couldn't allocate memory for saving BMP file	BMP පිළිඹිබුව සුරකීමට මතකය වෙන් කළ නොහැකි විය	0.22132243503892823	0.428744
403	Could not create the destination folder: %s.	අනිත් අන්තයේ නිර්මාණය කළ නොහැකිවිය: %s.	0.22124718441864388	0.593056
404	Contact disconnected	සබඳතාව විසන්ධිවිය	0.22113297094256268	0.615079
405	Could not rename the folder	බහලුමේ නම වෙනස් කළ නොහැකි විය	0.22095163297672116	0.429762
406	Available formats	භවිතයට ඇති සංයුති	0.22092545758198454	0.416667
407	Removed packages	අස්ථාපනය කෙරූ පැකේජයන්	0.2207040646499081	0.891304
408	By _Company	ආයතනය මඟින් (_C)	0.22065081689106592	0.522059
410	What is your SIP login ID?	ඔබගේ SIP පිවිසීමේ ID එක කුමක්ද?	0.22047447403838305	0.428241
411	Extraction not performed	විහිදුවීම සිදු නොවුනි	0.22031065771807334	0.760909
412	Disable camera	කැමරාව අක්‍රීය කරන්න	0.2202011519775624	0.4
413	Message received	පණිවිඩය ලැබී ඇත	0.22018613158843436	0.485294
414	calendar view for one or more days	දින එකකට හෝ කිහිපයක් සඳහා දිනදර්ශන දසුන	0.22017064792271412	0.480357
415	Installing packages	පැකේජයන් ස්ථාපනය කරමින්	0.22014210039833415	0.4125
416	User installation failed!	පරිශීලක ස්ථාපනය අසමත් විය!	0.22008080406641875	0.490741
417	Company Phone	සේවාස්ථානයේ දුරකථනය	0.21992340357792273	0.514286
418	Create a new contact list	නව සම්බන්ධතා ලැයිස්තුවක් නිර්මාණය කරන්නNew	0.21991756501029158	0.856887
420	Create a new account on the server	සර්වරයේ නව ගිණුමක් තනන්නMyUserName on freenode	0.2198806442802379	0.434043
421	Wrong password; please try again:	වැරදි මුරපදයකි; කරුණාකර නැවත උත්සහ කරන්න:	0.2196842888442916	0.452381
422	Unknown reason	නොදන්නා හේතුවක්	0.219676650753172	1.0
423	Untitled Message	නිර්ණාමික පණිවිඩය	0.21960596778262698	1.0
424	What is your Facebook password?	ඔබේ ෆේස්බුක් මුරපදය කුමක්ද?	0.21953468211177096	0.75
425	What is your GroupWise password?	ඔබගේ Groupwise මුරපදය කුමක්ද?	0.21951842981980008	0.762121
426	Video call	විදෘශ්‍ය ඇමතුම	0.2192813784477039	0.427273
428	Jump to page:	පිටුවට පනින්න:	0.2189942738850732	0.480952
429	Create a new memo list	නව සිහිපත් ලැයිස්තුවක් නිර්මාණය කරන්න	0.2188280421478339	0.751144
430	%s has joined the room	%s කාමරයට එක් විය	0.21880655110453517	0.714976
431	Cannot allocate temporary IOBuffer data	තානකාලීක IOBuffer දත්ත වෙනකර තැබිය නොහැක	0.21865862596272675	0.542988
432	work	වැඩකරන	0.21862899680309056	1.0
433	unsupported RAS image variation	සහාය නොදක්වන RAS පිළිඹිබු විචලනය	0.2186230947814321	0.431818
434	Unknown argument '%s'	'%s'අඥාත විස්තාරය	0.21837775249878177	0.363636
435	When new mail arri_ves in	නව පණිවිඩයක් පැමි_ණි විට	0.21828868848206184	0.942308
436	File corrupted	ගොනුව දුෂ්ප්‍රතිපන්න වී ඇත	0.21816738537199853	0.888889
439	What is your ICQ password?	ඔබගේ ICQ මුරපදය කුමක්ද?	0.21789710900065984	0.706019
440	An error occurred while loading a directory	බහලුම පූරණය කිරීමෙදි දෝෂයක් හටගැනුණි	0.21784611660186	0.644656
441	Untitled documents only	නිර්ණාමික ලේඛන පමණි	0.21778885340551749	0.770833
443	Don't connect on startup	ආරම්භයේදී සම්බන්ධ කරන්න එපා	0.21758429163537585	0.868571
444	Set the language of the current document	දැනට ඇති ලේඛනයේ භාෂාව තෝරන්න	0.21749089141192723	0.578638
445	Image Properties	පිංතූර වත්කම්	0.21739851999159995	0.573529
446	What is your SIP account password?	ඔබගේ SIP ගිණුම් මුරපදය කුමක්ද?	0.21739810671351734	0.772811
447	_CMYK profile:	_CMYK පැතිකඩ:	0.217384755761633	0.414286
448	Local files only	දේශීය ගොනු පමණි	0.21735810098074723	0.332721
449	Deleting files from archive	සංරක්‍ෂණයෙන් ගොනු මකන්න	0.2172431935050554	0.910714
450	Reconnect	නැවත සම්බන්ධවෙන්න	0.21721251878443582	0.861111
451	By Se_nder	යවන්නා මඟින් (_n)	0.21715370412675838	0.502525
452	Print the current page	දැනට භාවිතාවන ගොනුව මුද්‍රණය කරන්න	0.21697811677294207	0.755901
453	calendar view for one or more weeks	සතියක් හෝ සති කිහිපයක් සඳහා දිනදර්ශන දසුන	0.2164632857675315	0.617063
454	What is your AIM password?	ඔබගේ AIM මුරපදය කුමක්ද?	0.21639620529913373	0.706019
455	No encryption	සංකේතනය නැත	0.21618519573712547	0.72619
456	Create a new assigned task	නව නියම කළ කාර්‍යයක් නිර්මාණය කරන්නNew	0.21615466912135162	0.539886
457	Unrecognized image file format	හදුනා නොගත් පිළිඹිබු සංයුතියක්	0.21608352176917833	0.370968
458	What is your Yahoo! ID?	ඔබගේ Yahoo! ID එක කුමක්ද?	0.21593194043452968	0.717949
459	Deleting selected objects	තෝරාගත් වස්තු මකමින්	0.21585611832415452	0.660256
461	_Wants to receive HTML mail	HTML ලැබීමට අවශ්‍යයි (_W)	0.21533662902220385	0.406593
462	Find	සොයන්න	0.21513135927034455	1.0
463	Forwarded message - %s	ඉදිරියට යැවූ පණිවිඩය - %s	0.21509533260177705	0.846154
464	"Error receiving ""%s"" from %s"	"%s ගෙන් ""%s"" ලැබීමේ දෝෂයක්"	0.21503510219372401	0.588123
465	Transformed PNG has zero width or height.	පරිණාමිත PNG හි උස හෝ පළල ශුන්‍ය වේ	0.21497105072022124	0.698413
466	is	වනුයේ	0.21466861513090407	1.0
467	Show groups	කණ්ඩායම් පෙන්වන්න	0.21456682826465112	0.458333
468	Save directory	බහලුම සුරකින්න	0.21436527896730695	0.366667
469	Business Phone 2	ව්‍යාපාරික දුරකථනය 2	0.21427956137540605	1.0
470	Next 7 Days' Appointments	දිනය පුරා ඇති සම්මුතිය (_p)	0.21425271488806175	0.615385
471	Search _backwards	පසුපසට සොයන්න	0.2142040002957574	0.555556
472	too long message	ඉතා දිග පණිවිඩය	0.21417560588179185	0.485294
473	calendar view event	දිනදර්ශන සිදුවීම් දසුන	0.2141648129436362	0.320652
475	Unable to perform search.	සෙවීම ක්‍රියාත්මක කළ නොහැක.	0.21408994418743532	0.646978
476	Failed to open temporary file	තාවකාලික ගොනුව විවෘත කිරීම අසමත්විය	0.2140619549772964	0.416667
477	Unexpected end of PNM image data	PNM පිළිඹිබු ගොනුවේ බලාපොරොත්තු නොවු	0.21397481690407946	0.65602
478	Business Phone	ව්‍යාපාරික දුරකථනය	0.21381043776455044	0.410526
479	Default Image	පෙරනිමි පිංතූරය	0.21367896091373217	1.0
480	Not enough memory to load RAS image	RAS පූරණය පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.21351035340859364	0.638889
481	Zoom the page out	පිටුව කුඩා කරන්න	0.2134332733969855	0.888889
482	Select	තෝරාගන්න	0.2132850720966068	1.0
483	What is your Windows Live password?	ඔබගේ Windows Live මුරපදය කුමක්ද?	0.2131612767968818	0.782828
484	Examples	නිදසුන්	0.21293203698496654	1.0
485	No longer available	තවදුරටත් භාවිතයට නැත	0.21285671834904019	0.389286
486	popup list	උපත්තන ලැයිස්තුව	0.21250732234420866	0.47861
487	No image loaded.	පිළිඹිබුව පූරණය නොවුනි.	0.21246064525041675	0.401961
488	"Sending ""%s"" to %s"	"%sට ""%s"" යවමින්"	0.2123890267830575	0.717105
489	Search for and replace text	පෙළ සඳහා සොයා ආදේෂ කරන්න	0.21236471480466293	0.447857
490	Remove	ඉවත් කරන්න	0.2118957375341779	0.772727
492	View as a F_older	බහලුමක් ලෙස දර්ශනය කරන්න (_o)	0.21176390869004535	0.305556
493	Not a launchable item	දියත් කල හැකි අයිතමයක් නොවේ	0.21175939405702593	0.590909
494	Show Fields	ක්‍ෂේත්‍ර පෙන්වන්න	0.211584633023449	1.0
495	Message is Junk	නිසරු පණිවිඩයකි	0.21140070087676577	0.34375
496	Disconnected from server	සේවාදායකයෙන් විසන්ධි විය	0.21134330666609458	0.52
498	Close print preview	මුද්‍රණ පූර්‍වදැක්ම වසන්න	0.21125124597931982	0.430769
499	_Display line numbers	පෙළ අංක අක්‍රීය කරන්න (_D)	0.21112232348517812	0.55303
500	Server logfile:	සර්වරයේ ලඝු ගොනුව:	0.21111852076492107	0.465461
502	Click to add a task	කාර්‍යයක් එක් කිරිමට ක්ලික් කරන්න	0.21086672699675546	0.683824
503	"You don't have the right permissions to read files from folder ""%s"""	"""%s"" බහලුම තුලින් ගොනු කියවීම සඳහා ඔබට නිසි අවසර නැත"	0.21072094440387446	0.345172
505	Error while trying to transfer the file	ගොනුව හුචමාරු කිරීමට උත්සහ කිරීමේදී දෝෂය	0.21055528597526063	0.432317
506	It has no events.	එය සතුව සුදුවීම් නැත.	0.21049830454376206	0.712121
507	Error on deleting image %s	%s පිළිඹිබුව මැකීමෙදි දෝෂයකි	0.2101398628883544	0.66092
508	Listen to music	සංගීතයට සවන් දෙන්න	0.21012082079778338	0.398026
509	Connected to server	සේවාදායකයට සම්බන්ධ විය	0.21010200448017713	0.423913
510	SSL encryption	SSL සංකේතනය	0.21004938575151755	1.0
511	Africa/Algiers	අප්‍රිකාව/ඇල්ජිරියාව	0.2100177319989598	1.0
512	Bits per channel of transformed PNG is not 8.	පරිණාමිත PNG හි නාලීකාවක් සඳහා බිට් ප්‍රමාණය 8ක් නොවේ	0.20949374676905705	0.34058
513	You do not have the permissions necessary to open the file.	මෙම ගොනුව විවෘත කිරීම සඳහා ඔබට අවශ්‍ය අවසර නැත.	0.2094463613011547	0.4375
514	Show multiple pages	පිටු කිහිපයක් පෙන්වන්න	0.20938888272958203	0.741304
515	Select Source	මූලය තෝරන්න	0.2093556254207554	0.458333
516	Mailing list	තැපැල් ලැයිස්තුව	0.2092619702200409	1.0
517	option pane	විකල්ප කවුළුව	0.2092264033635729	1.0
518	Do you really want to remove the contact '%s'?	ඔබට ඇත්තටම '%s' සබඳතාව ඉවත්කිරීමට අවශ්‍යද?	0.20895191250383505	0.735774
519	Show version	අනුවාදය පෙන්වන්න	0.20835832792272413	0.457014
520	Display	සංදර්ශකය	0.20820389198979683	1.0
521	Search for a keyword	මුල පදයක් සොයන්න	0.20808904217665258	0.372549
522	Not enough memory to load ICO file	ICO ගොනුව පූරණයට ප්‍රමාණවත් මතකයක් නැත	0.20794461474597026	0.606227
523	Completed Tasks	අවසන් කළ	0.20765569566538034	0.645833
524	Work Week	වැඩ කරන සතියMonday	0.20744131263836607	0.355263
525	Failed to load image '%s': reason not known, probably a corrupt image file	'%s'පිළිඹිබුව පූරණය දෝෂසහිතයි: හේතුව නොදන්නා අතර සමහරවිට දූෂිත පිළිඹිබු ගොනුවක් විය හැක	0.20742317071835714	0.305758
526	Expires	කල් ඉකුතුව	0.20711725027103967	0.818182
527	check box	සලකුණු කොටුව	0.20709639683627756	0.530769
528	%1$s was banned by %2$s	%1$s, %2$s විසින් තහනම් කරන ලදි	0.20703799159127811	0.619792
529	Open '%s'	'%s' විවෘත කරන්න	0.2069487597352715	0.823529
530	Calendar: from %s to %s	දිනදර්ශනය: %s සිට %s දක්වා	0.2068741213197427	0.784722
531	RAS image has bogus header data	RAS පිළිඹිබු සතුව ව්‍යාජ ශිර්ෂක දත්ත ඇත	0.20648464327177374	0.78125
532	Question	ප්‍රශ්ණය	0.20642881036928884	1.0
533	Exception '%s'	හැර දමන ලද්ද '%s'	0.20638766086267424	0.305556
534	Contact connected	සබඳතාව සම්බන්ධවිය	0.20631369932561938	1.0
535	entry	පිවිසුම	0.20622880486962458	1.0
536	Check all file systems	සියලුම ගොනු පද්ධති පිරික්සන්න	0.20620897324442922	0.482609
538	Remove downloaded package files	බාගත කරන ලද පැකේජ ගොනු ඉවත් කරන්න	0.20610370758095087	0.412684
539	%s is now known as %s	%s දැන් %s ලෙස හදුන්වයි	0.20598014612642146	0.456439
540	Play a sound	ශබ්දයක් වාදනය කරන්න	0.20571827935236797	0.773077
541	Select the _language of the current document.	දැනට ඇති ලේඛනයේ භාෂාව තෝරන්න (_l).	0.20567879821657867	0.528882
542	Rename the selection	තේරීමෙ නම වෙනස්කරන්න	0.20561690152590018	0.428571
543	Missed calls	මඟහැරුණු ඇමතුම්	0.20547432107014174	1.0
544	Disconnect	විසන්ධි කරන්න	0.20536774293577764	0.785714
545	Install a workstation	වැඩපොළක් ස්ථාපනය කරන්න	0.20529144861120585	0.468379
546	Create a new folder for storing mail	තැපැල් එක්රැස් කිරීම සඳහා නව බහලුමක් නිර්මාණය කරන්න	0.20525722260390467	0.551195
547	Operation failed	මෙහෙයුම අසාර්ථකයි	0.20521766699266664	1.0
548	%1$s was kicked by %2$s	%1$s, %2$s විසින් එළවන ලදි	0.20519629544560303	0.650463
549	About this game	මෙම ක්‍රිඩාව සම්බන්ධව	0.20511924669517612	0.607955
550	Can't establish audio stream	ශ්‍රව්‍ය දහරක් ගොඩනැගීමට නොහැක	0.205098753749553	0.666296
551	Quit the program	වැඩසටහනින් ඉවත්විම	0.20509353049406548	0.882353
552	Color Profile	වර්‍ණ පැතිකඩ	0.20472988143135998	0.445055
553	What is your Jabber password?	ඔබගේ Jabber මුරපදය කුමක්ද?	0.20455872708225797	0.737037
554	Further information:	වැඩිදුර තොරතුරු:	0.20451309279724228	1.0
555	Disconnected	විසන්ධිවිය	0.20401062539963277	1.0
556	Other Fax	වෙනත් ෆැක්ස්	0.20396529496201765	0.530769
557	Couldn't load room list	කාමර ලැයිස්තුව ප්‍රවේශනය කල නොහැකි විය	0.20395141512381088	0.677885
558	Zoom the page in	පිටුව විශාල කරන්න	0.2039410575354759	0.911765
559	Enter password.	රහස්පදය ඇතුළත් කරන්න.	0.20390620180478436	0.471591
560	Appointment - %s	සම්මුතීන් - %s	0.20385070500674374	1.0
561	No description available	විස්තරයක් ලබා ගත නොහැක	0.20381575535338925	0.305217
562	Unknown reason	නොදන්නා කාරණය	0.2037062178078486	0.552381
563	DevHelp Website	DevHelp වෙබ් අඩවියDevhelp	0.20365015235802275	0.403846
564	Click this button to show a calendar	දිනදර්ශනය දර්ශනයට මෙම බොත්තම ක්ලික් කරන්න	0.20362401300826605	0.683076
565	The contact data is invalid:	සම්බන්ධක දත්ත වලංගු නොවේ:	0.20340460027546214	0.452918
566	What is your Jabber ID?	ඔබගේ Jabber ID එක කුමක්ද?	0.20329999119212516	0.517628
567	Unknown variable '%s'	නොදන්නා විචල්‍ය '%s'	0.2032668637439201	0.604978
568	%s is inviting you to join %s	%s ඔබට %sට එක් වීමට ආරාධනා කරයි	0.20320256125523883	0.759375
569	The document is empty.	ලේඛනය හිස්ව ඇත.	0.2030914971324545	0.660326
570	Recurrence date is invalid	පුනවාර්තන දිනය සාවද්‍ය වේ	0.20304828839653055	0.509259
571	You canceled the file transfer	ඔබ ගොනු හුවමාරුව අවලංගු කරන ලදි	0.20279914908974206	0.555948
572	Missed call from %s	%s ගෙන් මඟහැරුණු ඇමතුමක්	0.20278743498010954	0.775
573	Image Viewer	ප්‍රතිබිම්භ දර්ශකය	0.20275631946606154	0.453441
574	What is your Yahoo! password?	ඔබගේ Yahoo! මුරපදය කුමක්ද?	0.20271202482945228	0.737037
575	Remote files only	දුරස්ථ ගොනු පමණි	0.20255997567354136	0.714052
576	calendar view for a work week	වැඩකරන සතිය සඳහා දිනදර්ශන දසුන	0.20252162327597034	0.507527
577	Installed packages	ස්ථාපිත පැකේජයන්	0.20242288908775663	1.0
578	Type a new shortcut	නව කෙටි මඟක් ඇතුලත් කරන්න	0.20233722974289223	0.503846
579	Summary contains	සාරංශයේ ඇතුළත් වනුයේ	0.20224588930977916	0.42577
580	Halt the system now?	පද්ධතිය දැන් නවතා දමන්නද?	0.202244162435818	0.808608
581	You are not allowed to change the topic	ඔබට මාතෘකාව වෙනස් කිරීමට අවසර නැත	0.20223956398240261	0.9
582	Job Title	රැකියා තනතුර	0.20220489370058203	0.469231
583	Out of Range	සීමාවෙන් පිටත	0.2021637261241267	0.409341
584	Failed to open private chat	පුද්ගලික සල්ලාපය විවෘත කිරීම‍ට අසමත් විය	0.20214993124864122	0.61324
585	Security:	ආරක්ෂාව:	0.2021385228285908	1.0
586	Downloading	භාගත වෙමින්	0.20213282185795833	0.708333
587	Country of Residence	පදිංචිව සිටින රට	0.20211550412022916	0.42577
588	Cancel the task of another user	අනෙත් පරිශීලකගේ කාර්යන් අවලංගු කරන්න	0.20207874877542054	0.403716
589	to	වෙත	0.20207727830347721	1.0
590	9th	9 වැනි	0.20205532737236354	0.642857
591	Selected Link	තෝරාගත් සබැඳිය	0.2013771376296063	1.0
592	Cut the selection	තෝරාගත් කොටස කපන්න	0.20131919741652382	0.75731
