	english	sinhala	Similarity score	Alignment score
422	Switch to Next Desktop	මීළඟ වැඩතලයට මාරුවන්න	0.2146262143705826	0.355731
423	"Choose this and press the ""Setup..."" button to configure you custom desktop shell. Not recommended for the average user."	"ඔබේ රුචි වැඩතල ශෙල සැකසීමට මෙය තෝරා ""ස්ථාපනය කරන්න..."" බොත්තම ඔබන්න, සාමාන්‍ය පරිශීලකයෙකුට නිර්දේශිත නොවේ. radio button to chose Windows Desktop shell"	0.21458224573507323	0.560725
424	Error: HOME environment variable not set.	දෝෂය: HOME පාරිසරික විචල්‍යය සකසා නැත.	0.2145320698255249	0.665751
425	You held down the Shift key for 8 seconds or an application has requested to change this setting.	ඔබ Shift යතුර තත් 8 ඔබාසිට හෝ භාවිතයෙදවුමක් මෙම සැකසුම් වෙනස් කිරීමට ඉල්ලා ඇත	0.21453058795486868	0.471873
427	General Settings	සාමාන්‍ය සැකසුම්	0.2144161588330462	0.5
428	Error: DISPLAY environment variable not set.	දෝෂය: DISPLAY පාරිසරික විචල්‍යය සකසා නැත.	0.21429774591723486	0.448413
429	address already in use	ලිපිනය දැනටමත් ඇතSocket error code AlreadyBound	0.21422458666532326	0.504076
430	PDF Viewer	PDF දක්වනයName	0.2141835339134559	1.0
431	"This is the URL of the web page where Konqueror (as web browser) will jump to when the ""Home"" button is pressed. When Konqueror is started as a file manager, that button makes it jump to your local home folder instead."	"""නිවෙස"" බොත්තම එබූ විට Konqueror (වෙබ් ගවේශකයක් ලෙස) විසින් විවෘත කරන වෙබ් පිටුවේ URL ලිපිනය මෙයයි. Konqueror ගොනු කළමනාකරුවෙක් ලෙස ආරම්භ වන විට එම බොත්තම ඔබේ ප්‍රාදේශීය නිවෙස් බහාළුම විවෘත කරනු ඇත."	0.21413551953082788	0.529348
432	& Remove theme	තේමාව ඉවත් කරන්න (R)	0.21400002788868733	0.352381
434	SCSI subsystem could not be queried: / sbin/ camcontrol could not be found	SCSI අනුපද්ධතිය විමසිය නොහැක: / sbin/ camcontrol සොයාගත නොහැක	0.21389898289089615	0.721828
435	Note: Most window managers have their own configuration and do not follow KDE settings.	වැදගත්: බොහෝ කවුළු කළමණාකරුවන් හට ඔවුන්ගේම සැකසුම් ඇති අතර KDE සැකසුම් අනුගමනය නොකරයි. NAME OF TRANSLATORS	0.21376712111123197	0.538445
436	Open with & Firefox	& Firefox සමඟ විවෘත කරන්නDescription	0.2137376143145957	0.77027
437	Show opened files	විවෘත ගොණු පෙන්වන්න	0.21359600303640036	0.344444
438	Last working day of the week:	සතියේ අවසන් වැඩකරන දවස:	0.21346187233211822	0.691667
439	Deleting files or folders	ගොනු හෝ බහලුම් මකමින්@ option: check Ask for Confirmation When	0.21325512829207582	0.391636
440	Click here to delete this file type definition completely. This is only possible for user-defined file types. System-wide file types cannot be deleted. You can however empty their pattern list, to minimize the chances of them being used (but the file type determination from file contents can still end up using them).	මෙම ගොනු වර්ග හැඳින්වීම සම්පූර්ණයෙන් ඉවත් කිරීමට මෙහි ක්ලික් කරන්න. මෙය අදාල වන්නේ පරිශීලක විසින්- දෙනලද ගොනු වර්ග සඳහා පමණි. පද්ධති ව්‍යාප්ත ගොනු වර්ග මකාදැමිය නොහැක. කෙසේවුවත් ඔබට භාවිත වීමේ හැකියාව අවම කිරීම සඳහා ඔවුන්ගේ රටා හිස් කල හැක. (එහෙත් ගොනු අන්තර්ගතයන්හී ගොනු වර්ග හැඳින්වීම ඒවා භාවිත වීමට හේතු වේ).	0.21324090306006838	0.497508
441	Move window:	කවුළුව ගෙනයන්න:	0.21323547410065657	1.0
443	The session was locked by %1	මෙම වාරය% 1 විසින් අගුළුලන ලදී	0.21316382149052515	0.568409
444	Your personal files	ඔබේ පුද්ගලික ගොනු	0.2130317141368323	1.0
445	& Reload All Tabs	සියලු ටැබ යළිපූරණය (R)	0.2130046930815297	0.334541
446	Channel 2	2 වන නාලිකාව	0.21295247153102537	0.884615
447	Invalid bug report: corrupted data	වලංගු නොවන වැරදි වාර්ථාවක්: දූශිත දත්ත@ info	0.2129064644543064	0.569841
448	You do not have permission to delete that scheme	එම තේමාව මකාදැමීමට ඔබට බලතල නොමැත	0.21285632255148812	0.477791
449	Open with & Konqueror	& Konqueror සමඟ විවෘත කරන්නDescription	0.2126282188546611	0.617133
450	Select a file type by name or by extension	නාමයෙන් හෝ දිගුවෙන් ගොණු වර්‍ගයක් තෝරන්න	0.2125994809284748	0.632161
451	Save Profile	පැතිකඩ සුරකින්නNAME OF TRANSLATORS	0.21251515444964753	0.493407
452	Enable screen saver	තිර සුරැකුම සක්‍රීය කරන්න	0.21241302748057933	0.846154
453	Select preferred terminal application:	නිර්දේශිත අග්‍ර යෙදුම තෝරන්න:	0.2122489004959789	0.810256
454	Add a new application for this file type.	මෙම ගොනු වර්ගය සඳහා නව භාවිතයෙදවුමක් එක් කරන්න	0.2122346036626368	0.620567
455	Manage Profiles	පැතිකඩ කළමණාකරනය	0.21215979208500357	0.424632
456	Active window	සක්‍රීය කවුළුව	0.2120525536711284	0.516667
457	Could not access %1. The drive %2 is not supported.	% 1 වෙත පිවිසිය නොහැක.% 2 ධාවකය සහාය නොදක්වයි.	0.21196022356161848	0.488134
458	log out	ඉවත් වන්නlog out command	0.21190155060503457	0.74
459	Set date and time & automatically:	ස්වයංක්‍රීයව දිනය හා වේලාව සකසන්න (a)	0.21176815138096572	0.500752
460	%1 does not appear to be an image file. Please use files with these extensions: %2	% 1 පිංතූරය ගොනුවක් ලෙස නොදැක්වේ. කරුණාකර මෙම දිගු ඇති ගොනු භාවිත කරන්න:% 2	0.2117565498665499	0.547955
461	Date & Time This control module can be used to set the system date and time. As these settings do not only affect you as a user, but rather the whole system, you can only change these settings when you start the System Settings as root. If you do not have the root password, but feel the system time should be corrected, please contact your system administrator.	දිනය & වෙලාව මෙම මොඩියුලය පද්ධති දිනය හා වේලාව සැකසීමට භාවිත වේ. මෙම සැකසුම් පරිශීලකයෙක් වශයෙන් ඔබට පමණක් නොව මුළු පද්ධතියටම බලපාන බැවින්, ඔබට මේ සැකසුම් වෙනස් කල හැක්කේ පාලක මධ්‍යස්ථානය වෙත rootලෙස පිවිසුන විට පමණයි. ඔබ සතුව root මුර පදය නොමැති නම්, හා පද්ධති වේලාව නිවැරදි විය යුතු බවක් හැඟේනම්, කරුණාකර ඔබේ පද්ධති පරිපාලක සම්බන්ධ කරගන්න.	0.21173429086775286	0.646183
462	Invalid bug list: corrupted data	වලංගු නොවන වැරදි ලැයිස්තුවක්: දූශිත දත්ත@ info	0.21159961036119057	0.708575
463	Here you can set specific Java policies for any particular host or domain. To add a new policy, simply click the New... button and supply the necessary information requested by the dialog box. To change an existing policy, click on the Change... button and choose the new policy from the policy dialog box. Clicking on the Delete button will remove the selected policy, causing the default policy setting to be used for that domain.	මෙහිදී ඔබට නිශ්චිත ධාරකයන් හෝ ඩොමේනයක් සඳහා Java ප්‍රතිපත්ති සැකසිය හැක. නව ප්‍රතිපත්තියක් එක් කිරීමට නව... බොත්තම ක්ලික් කර සංවාද කොටුවට ඇවැසි තොරතුරු ඇතුළත් කරන්න. පවතින ප්‍රතිපත්තියක් වෙනස් කිරීමට වෙනස් කරන්න... බොත්තම ක්ලික් කර ප්‍රතිපත්ති සංවාදයෙන් නව ප්‍රතිපත්තිය තෝරන්න මකන්න බොත්තම ක්ලික් කිරීමෙන් තෝරාගත් ප්‍රතිපත්තිය ඉවත් කල හැක, එයින් එම ඩොමේනය පෙරනිමි ප්‍රතිපත්තිය යටතේ ක්‍රියා කරවීමට සලස්වයි.	0.21157702878645068	0.424755
464	Do you wish to install the font(s) for personal use (only available to you), or system-wide (available to all users)?	ඔබට අකුරු ස්ථාපනය කිරීමට ඇවැසි පුදෙගලික භාවිතයටද? (ඔබට පමණක් පවතින සේ) හෝ පද්ධති ව්‍යාප්ත ලෙසද? (සියළු පරිශීලකයන්ට පවතින පරිදි)	0.21156952029377862	0.416976
465	You cannot delete the theme you are currently using. You have to switch to another theme first.	ඔබට දැනට භාවිත කරන තේමාව මකාදැමිය නොහැක. ඔබට ඒ සඳහා වෙනත් තේමාවකට මාරුවීමට සිදුවේ.	0.21148710897432466	0.695595
466	Enter the name:	නම ඇතුළත් කරන්න:	0.2111728742465857	0.393382
467	Active window:	සක්‍රීය කවුළුව:	0.21114193138782866	0.516667
468	Expand View	දසුන විහිදන්න@ action: inmenu	0.21109271451859968	0.408333
469	The file or folder %1 does not exist.	% 1 ගොණුව හෝ බහාලුම නොපවතී.	0.2110671238338	0.403195
472	If this box is checked, the CPU %1 will be disabled	මෙම කොටුව සලකුණු කර ඇතිනම් CPU% 1 අක්‍රීය වනු ඇත	0.21100671584099473	0.425235
473	Remove the selected theme from your disk	තෝරාගත් තේමාව ඔබේ තැටියෙන් ඉවත් කරන්න	0.21094234140764456	0.416881
474	Remove themes?	තේමා ඉවත් කරන්නද?	0.21088368577147776	0.861111
475	Inactive windows:	අක්‍රීය කවුළු:	0.2108354290612624	0.483333
477	Select this option if you want to use any other mail program.	ඔබට වෙනත් තැපැල් වැඩසටහනක් භාවිත කිරීමට ඇවැසි නම් මෙම අභිප්‍රේතය තෝරන්න.	0.21074450489913943	0.711003
478	Use window class (whole application)	කවුළු කණ්ඩායම භාවිත කරන්න (මුළු භාවිත යෙදවුම)	0.21041496480575006	0.709753
479	Edit the selected profile(s)	තෝරාගත් පැතිකඩ සකසන්න	0.21036665978863311	0.685737
480	"This is a list of applications associated with files of the selected file type. This list is shown in Konqueror's context menus when you select ""Open With..."". If more than one application is associated with this file type, then the list is ordered by priority with the uppermost item taking precedence over the others."	"මෙය තෝරාගත් ගොනු වර්‍ගයේ ගොනු සමග සහයෝගී වන යෙදුම් ලැයිස්තුවයි. Konqueror සන්දර්භ මෙනුවේ ""සමඟ විවෘත කරන්න"" අභිප්‍රේතය තෝරාගත් විට මෙම ලැයිස්තුව දැක්වේ. මෙම ගොනු වර්‍ගයට එකකට වඩා වැඩි යෙදුම් ගණනක් සහයෝගී විට, ලැයිස්තුව ප්‍රමුඛතාව මත පෙළ ගැසෙන අතර ඉහළින්ම තැබෙන යෙදුට අනික්වාට වඩා වැඩි ප්‍රමුඛතාවක් හිමිවේ."	0.21034910620073788	0.492853
481	Playlist name:	වාදන ලැයිස්තු නාමය:	0.21027742676233174	0.35
482	Could not read data from %1 into shm	'% 1' වෙතින් shm තුළට දත්ත කියවිය නොහැකි විය	0.21023678858794773	0.711712
483	Ignore images	පිළිඹිබු නොසලකන්න	0.21021714261587476	0.5
484	Host %1 not found	% 1 ධාරකය හමු නොවිනි	0.21017888159485665	0.392857
485	Maximum file size:	උපරිම ගොනු ප්‍රමාණය: @ option: check	0.21009528197464533	0.783784
486	URL to open	විවෘත කළයුතු URL	0.21001482569590735	0.384804
487	Here you can set specific plugin policies for any particular host or domain. To add a new policy, simply click the New... button and supply the necessary information requested by the dialog box. To change an existing policy, click on the Change... button and choose the new policy from the policy dialog box. Clicking on the Delete button will remove the selected policy causing the default policy setting to be used for that domain.	මෙහිදී ඔබට නිශ්චිත ධාරකයන් හෝ ඩොමේනයක් සඳහා ප්ලගින ප්‍රතිපත්ති සැකසිය හැක. නව ප්‍රතිපත්තියක් එක් කිරීමට නව... බොත්තම ක්ලික් කර සංවාද කොටුවට ඇවැසි තොරතුරු ඇතුළත් කරන්න. පවතින ප්‍රතිපත්තියක් වෙනස් කිරීමට වෙනස් කරන්න... බොත්තම ක්ලික් කර ප්‍රතිපත්ති සංවාදයෙන් නව ප්‍රතිපත්තිය තෝරන්න මකන්න බොත්තම ක්ලික් කිරීමෙන් තෝරාගත් ප්‍රතිපත්තිය ඉවත් කල හැක, එයින් එම ඩොමේනය පෙරනිමි ප්‍රතිපත්තිය යටතේ ක්‍රියා කරවීමට සලස්වයි.	0.209944298307164	0.44583
488	Show list	ලැයිස්තුව පෙන්වන්න	0.20994013898962294	0.486842
489	Other: click Add... in the dialog shown here:	වෙනත්: මෙම සංවාදයේ දැක්වෙන එක් කරන්න... ක්ලික් කර:	0.20985354288495728	0.690963
490	KDE Users' Manual	KDE පරිශීලක අත්පොතName	0.20984218733065063	0.631643
492	"The profile ""%1"" has been selected, but it does not exist. Please check your PowerDevil configuration."	"""% 1"" තෝරා ඇති නමුත් එය නොපවතී. කරුණාකර ඔබේ PowerDevil සැකසුම් පිරික්සන්න."	0.20976558834627212	0.725243
493	Google Image Search	Google පිංතූර සෙවුමQuery	0.2097620294389344	0.71
494	New backend	නව පසු ඉමක්	0.20972223264470813	0.5
495	An error occurred with the network (e. g. the network cable was accidentally unplugged) for host %1.	% 1 ධාරකය සමඟ ජාලයේ දෝශයක් ඇතිවිය (උදා. ජාල රැහැන අනපේක්‍ෂිතව ගැලවිනි).	0.209635274246466	0.479717
496	Do you really want to remove the theme %1?	ඔබට ඇත්තෙන්ම% 1 තේමාව ඉවත් කිරීමට ඇවැසිද?	0.2096307549309131	0.542082
497	"Unmounting of mountpoint ""%1"" failed. %2"	"""% 1"" රැඳුම් ස්ථානයෙන් ගැලවීම අසාර්ථක% 2"	0.20934492967171536	0.743902
498	Maximize the window vertically	කවූළුව සිරස්ව විහිදන්න	0.20929427016199043	0.626928
499	Select All	සියල්ල තෝරන්න@ action: inmenu View	0.2092500283570189	0.685714
500	With some (non-KDE) applications whole window class can be sufficient for selecting a specific window in an application, as they set whole window class to contain both application and window role.	ඇතැම් (KDE නොවන) යෙදුම් වල නිශ්චිත කවුළුව තේරීම සඳහා මුළු කවුළු කාණ්ඩය යෙදීම ප්‍රමාණවත් විය හැක. ඒවායේ සම්පූර්‍ණ කවුළු කාණ්ඩය භාවිත යෙදවුම හා කවුළු චරිතිය යන දෙකම දරන බැවින්.	0.20923419173686852	0.397331
501	Open of %1 failed.	% 1 විවෘත කිරීම අසාර්ථකයි.	0.2091932314378937	0.772904
502	Open a script...	ස්ක්‍රිප්ට්ටයක් විවෘත කරන්න...	0.20918746840879482	0.683112
503	Could not access %1. There is probably no disk in the drive %2 or you do not have enough permissions to access the drive.	% 1 වෙත පිවිසිය නොහැක. බොහෝවිට% 2 ධාවකයේ තැටියක් නොමැති හෝ ධාවකය වෙත පිවිසීමට ඔබට ප්‍රමානවත් බලතල නොමැතිවිය හැක.	0.20912026023688668	0.386987
504	Application %1 could not be found using service %2 and path %3.	% 2 සේවාව හා% 3 මාර්ගය මගින්% 1 භාවිතයෙදවුම සොයාගත නොහැකිවිය.	0.20901814342732905	0.469254
505	The file %1 has an invalid worksheet size.	% 1 ගොනුව සතුව වලංගු නොවන වැඩපත්‍ර ප්‍රමාණයක් පවතී.	0.20901288643108273	0.384392
506	The new window manager will be used when KDE is started the next time.	ඊලඟ වතාවේ KDE ආරම්භ වනවිට නව කවුළු පරිපාලකය භාවිත වනු ඇත.	0.2090069460932682	0.458111
507	An RPC error occurred.	RPC දෝෂයක් හට ගැනුණි.	0.20893332138075493	0.577075
508	Autostart only in KDE	KDE තුල පමණක් ස්වයංක්‍රීය ආරම්භය	0.20892385496517818	0.613636
509	Remove Group	සමූහය ඉවත් කරන්න	0.2088439676881535	0.445701
510	KDE Performance You can configure settings that improve KDE performance here.	KDE කාර්‍යක්‍ෂමතාව ඔබට KDE හී කාර්‍යක්‍ෂමතාව වැඩිදියුණු කිරීම සඳහා සැකසුම් මෙහිදී සිදුකල හැක.	0.20882845419191653	0.415848
511	Type a path or a URL here	මාර්‍ගයක් හෝ URL ලිපිනයක් මෙහි ඇතුළු කරන්න	0.20882759615233226	0.748658
512	Edit Current Profile...	දැනට ඇති පැතැකඩ සුරකින්න...	0.20874508895894905	0.699405
513	Press Connect Button	අවලංගු කරන්න බොත්තම ඔබන්න	0.20860766820624121	0.301282
514	Close & Other Tabs	අනෙකුත් ටැබ වසන්න (O)	0.2085372784986248	0.562201
515	"If this option is unchecked, bookmarks at the root of the hierarchy (not in a folder) are not displayed. If checked, they are gathered in a ""root"" folder."	"මෙම අභිප්‍රේතය සලකුණු කොට නැත්නම්, ධූරානුකූලයේ මූලයෙහි ඇති පොත්සලකුණෘ නොපෙන්වයි (බහාළුමේ නොවේ). සලකුණු කර ඇත්නම්, ඒවා ""root"" බහලුමට එක් වේ."	0.20850694848559215	0.480876
516	Could not Launch Help Center	උදව් මධ්‍යාස්ථානය විවෘත කළ නොහැකඉ වියdictionary variant	0.20846402209046055	0.367611
517	Switch to Desktop 20	20 වන වැඩතලයට මාරුවන්න	0.20842231900951447	0.863354
518	Color settings	වර්‍ණ සැකසුම්Name	0.20840286585917056	0.633333
519	View Comments	සටහන් දර්ශනය	0.20839532669189179	0.552198
520	Do Not Reload	යළි පූරණය නොකරන්න	0.20833724460194852	0.416667
521	console user	කන්සෝල් පරිශීලකowner of shutdown:	0.20829975590140748	0.808824
522	PHP Keyword/ Datatype list	PHP යතුරු වදන්/ දත්ත වර්‍ග ලැයිස්තුව	0.208273614067366	0.603604
524	Subclass %1	අනුකාණ්ඩය% 1	0.2081443751203551	1.0
525	Apply changes	වෙනස්කම් යොදන්න	0.20811393636798006	0.566964
526	American English	ඇමරිකානු ඉංග්‍රීසිName	0.2080236787315854	0.539642
527	Date and time settings	දිනය සහ වේලා සැකසුම්Name	0.2079851299549773	0.791304
528	Close this dialog (you will lose the crash information.)	මෙම සංවාදය වසාදමන්න (ඔබට බිඳවැටීම් තොරතුරු අහිමි වේ) @ action: inmenu 1 is the debugger name	0.2079272981570739	0.43605
529	Could not launch the terminal client: %1	ටර්මිනල් සේවාලාභියා ඇරඹිය නොහැකි විය:% 1	0.2078800140748734	0.52439
530	Could not access %1. The disk in drive %2 is probably not a DOS-formatted floppy disk.	% 1 වෙත පිවිසිය නොහැක.% 2 ධාවකයේ ඇති තැටිය බොහෝවිට DOS - හැඩගැස්වූ තැටියක් නොවිය හැක.	0.20781375177466543	0.514501
531	Could not Launch Mail Client	තැපැල් සේවාලාභියා ඇරඹිය නොහැකි විය	0.20775951822278232	0.481281
532	Move the selected profile down in the menu list	තෝතාගත් පැතිකඩ මෙනු ලැයිස්තුවෙ පහලට ගෙනියන්න	0.20774226438334153	0.454167
533	Channel 1	1 වන නාලිකාව	0.20771219519519946	0.884615
534	RSS Memory usage: %1 out of %2 (%3%)	RSS මතක භාවිතය:% 2 කින්% 1 (% 3%)	0.20764528297695506	0.747218
535	KLibLoader: Unknown error	KLibLoader: නොදන්නා දෝෂයක්	0.20764064844778524	0.698006
536	Go to KDE Website	KDE වෙබ් අඩවියට යන්නComment	0.20760695293347453	0.494048
537	This box contains a list of patterns that can be used to identify files of the selected type. For example, the pattern *. txt is associated with the file type'text/ plain '; all files ending in'. txt 'are recognized as plain text files.	තෝරාගත් ගොනු වර්ගයේ ගොනු හඳුනාගැනීමට යොදාගත හැකි රටා ලැයිස්තුවක් මෙම කොටුවේ අඩංගු වේ. උදාහරණයක් ලෙස, *. txt රටාව 'text/ plain' ගොනු වර්ගයට අදාල වේ; '. txt' ගෙන් අවසන් වන සියළු ගොනු සරල පෙළ ගොනු ලෙස හඳුනාගැනේ.	0.20759359754629259	0.571044
538	Close windows by double clicking the menu button	මෙනු බොත්තම දෙවරක් ක්ලික් කර කවුළු වසන්න	0.2075642092322596	0.478596
539	Switch One Desktop to the Left	එක් වැඩතලයක් වමට මාරුවන්න	0.20754763433888002	0.729529
540	Enter the title of the display here.	සංදර්ශකයේ සිරස්තලය මෙහි ඇතුළත් කරන්න.	0.20754275932540622	0.358819
541	Basic Settings	මූලික සැකසුම්	0.2075026887068816	1.0
542	You have selected to show a window without its border. Without the border, you will not be able to enable the border again using the mouse: use the window operations menu instead, activated using the %1 keyboard shortcut.	ඔබ කවුළුව එහි දාරය නොමැතිව තෝරාගෙන ඇත. දාරය නොමැතිව. එය පසුව මවුසය මගින් සක්‍රීය කිරීමට නොහැකි වනු ඇත. ඒ වෙනුවට% 1 යතුරු පුවරු කෙටිමගින් ආරම්භ වන කවුළු මෙහෙයුම් මෙනුව භාවිත කල හැක.	0.20747611314527603	0.456548
543	Remote URL %1 not allowed with --tempfiles switch	% 1 දුරස්ථ URL ලිපිනය -- tempfiles ස්විචය සමඟ භාවිත කල නොහැක	0.207442570490457	0.533115
544	This box contains the domains and hosts you have set a specific JavaScript policy for. This policy will be used instead of the default policy for enabling or disabling JavaScript on pages sent by these domains or hosts. Select a policy and use the controls on the right to modify it.	මෙම කොටුවේ ඔබට ජාවා ස්ක්‍රිප්ට ප්‍රතිපත්ති ලබාදිය හැක ධාරක හා ඩොමේන පෙන්වයි. මෙම ප්‍රතිපත්ති එම ඩොමේන හා ධාරක විසින් එවන ජාවා ස්ක්‍රිප්ට සක්‍රීය හා අක්‍රීය කිරීමේ පෙරනිමි ප්‍රතිපත්ති වෙනුවට ක්‍රියාත්මක වේ. ප්‍රතිපත්තියක් තෝරා එය සැකසීමට දකුණේ ඇති පාලක උපයෝගී කරගන්න.	0.2073990408523514	0.362907
545	Theme %1 already exists.	% 1 තේමාව දැනටමත් පවතී.% 1 is theme archive name	0.20735856887313275	0.412653
547	The application name	යෙදුම් නාමයName	0.20733178927730478	0.904762
548	Select the command to run	ක්‍රියාත්මක කළයුතු විධානය තෝරන්න	0.2073201448949551	0.682401
549	Delete files older than:	වඩා පැරණි ගොනු මකා දමන්න: @ info: whatsthis	0.20731195111602574	0.564545
550	Technical information: This is from / proc/ */ cmdline	තාක්‍ෂණික තොරතුරු: මේවා පවතින්නේ / proc / * / cmdline	0.20729328066772723	0.715152
551	Use'X 'in checkboxes instead of check	සලකුණු කොටු මත සලකුණු කිරීම වෙනුවට 'X' යොදන්න	0.2072468900541935	0.5246
552	Enter search phrase here	සෙවුම් වැකිකඩ ඇතුළත් කරන්න	0.207225824984037	0.460741
553	Overwrite File?	ගොනුව මත ලියන්න ද?	0.20720840143666092	0.736842
554	Not a valid report/ crash	වලංගු වාර්ථාවක්/ කඩාවැටීමක් නොවේ@ info bug resolution	0.20718489408091045	0.472934
555	Here you can configure what the Konqueror file manager will do when you click on a file of this type. Konqueror can either display the file in an embedded viewer, or start up a separate application. If set to'Use settings for G group ', the file manager will behave according to the settings of the group G to which this type belongs; for instance, 'image' if the current file type is image/ png. Dolphin always shows files in a separate viewer.	මහිදී ඔබට යම් ගොනු වර්‍ගයක් ක්ලික් කර විට Konqueror ගොනු කළමනාකරු සිදුකල යුත්තේ කුමක්දැයි සැකසිය හැක. Konqueror හට එහි තිළැලි දසුනක ගොනුව පෙන්වීමට හෝ වෙනත්යෙදුමක් ආරම්භ කිරීමට හැක. ඔබ 'G කණ්ඩායම සඳහාවන සැකසුම් භාවිත කරන්න' සැකසුව හොත්, Konqueror විසින් මෙම වර්‍ගය සඳහා G කණ්ඩායමට අදාල සැකසුම් භාවිත කරනු ඇත, උදාහරණයක් ලෙස වත්මන් ගොනු වර්‍ගය පින්තූර/ png නම් 'පින්තූර'.	0.20717891356162	0.409725
556	Active Text on Active Background (Note: Active Background is derived from Active Text and cannot be separately configured at this time)	සක්‍රීය පසුබිම මත සක්‍රීය පෙළ (වැදගත්: සක්‍රීය පසුබිමට සක්‍රීය පෙළ ඈඳී ඇති අතර මේ අවස්ථාවේ ඒවා වෙන වෙනම සැකසිය නොහැක)	0.2071622218572884	0.405596
558	The current running kernel driver version (%1. %2. %3) is not the one this module was compiled for (%4. %5. %6).	දැනට ධාවනය වන කර්නල ධාවක සංස්කරණය (% 1.% 2.% 3) මෙම මොඩියුලය සකසා ඇති සංස්කරණය (% 4.% 5.% 6) නොවේ.	0.20715377186979822	0.460535
559	Attach the information to bug %1	% 1 වරද සඳහා තොරතුරු අමුණන්න@ info/ rich	0.20710532894008793	0.674427
560	Job error	කාර්‍යය දෝෂයComment	0.20706687731399143	0.6
561	You did not select anything to delete.	ඔබ මැකීමට කිසිවක් තෝරා නොගන්න ලදි.	0.2070611826820823	0.658974
562	Shared library memory usage: %1	හවුල් පුස්ථකාල මතක භාවිතය:% 1	0.20698657893171912	0.710417
563	Lock the screen or log out	තිරය අගුළුලන්න හෝ පිටවෙන්නName	0.2069742374096677	0.314217
564	Unknown error	නොදන්නා වරදක්@ info	0.2069574672896124	0.389286
565	Specify how the window property should be affected: Do Not Affect: The window property will not be affected and therefore the default handling for it will be used. Specifying this will block more generic window settings from taking effect. Apply Initially: The window property will be only set to the given value after the window is created. No further changes will be affected. Remember: The value of the window property will be remembered and every time time the window is created, the last remembered value will be applied. Force: The window property will be always forced to the given value. Apply Now: The window property will be set to the given value immediately and will not be affected later (this action will be deleted afterwards). Force temporarily: The window property will be forced to the given value until it is hidden (this action will be deleted after the window is hidden).	කවුළු වත්කම් බලපැවැත්විය යුතු ආකාරය ඇතුළත් කරන්න: බල නොපවත්වන්න: කවුළු වත්කම් බල නොපාන අතර එම නිසා ඒ සඳහා පෙරනිමි හැසිරවීම් භාවිත වේ මෙය සඳහන් කිරීමෙ බොහෝ සාමාන්‍ය කවුළු සැකසුම් බලපැවැත්වීම වලකාලයි. තනි තනිව ඇතුළත් කරන්න: කවුළු වත්කම් සැකසෙනු ඇත්තේ කවුළුව නිර්‍මාණය වූ පසු දෙනලද අගයන් සඳහායි. මතක තබාගන්න: කවුළු වත්කමේ අගය මතක තබාගැනෙන අතර එය කවුළුව නිර්‍මාණ වන සෑම අවස්ථාවකදීම අවසන් වරට මතක තබාගත් අගන් ඇතුළත් වේ. බලයෙන්: කවුළු වත්කම සඳහා සැමවිටම දෙනලද අගය යෙදීමට බල කරයි. දැන් ඇතුළත් කරන්න: කවුළු වත්කම ක්‍ෂනිකයෙන් දෙනලද අගයන්ට සැකසෙනු ඇති අතර පසුව බල නොපැවැත්වේ (ඉන් පසු මෙම ක්‍රියාව මකා දැමේ). තාවකාලිකව බල කරන්න: සඟවන තෙක් කවුළු වත්කම සඳහා දෙනලද අගයන් යෙදීමට බල කරයි (කවුළුව සැඟවුනු පසු මෙම ක්‍රියාව මකාදැමේ).	0.20691935194827238	0.32125
566	Stop loading the document	ලේඛනය පූරණය නවතන්න	0.2069190955535305	0.669028
567	Move the selected profile up in the menu list	තෝතාගත් පැතිකඩ මෙනු ලැයිස්තුවෙ ඉහළට ගෙනියන්න	0.20683953375100828	0.363285
568	internal error - code %1 unknown	අභ්‍යන්තර වරදක් -% 1 කේතය නොදනී	0.20681601131218486	0.769413
569	The scheme you have selected appears to be a KDE3 scheme. KDE will attempt to import this scheme, however many color roles have been added since KDE3. Some manual work will likely be required. This scheme will not be saved automatically.	ඔබ තෝරාගත් තේමාව KDE3 තේමාවක් බ පෙනී යයි. KDE විසින් මෙම තේමාව ආනයනය කිරීමට උත්සාහ කරනු ඇත, කෙසේ වුවත් KDE3 ගෙන් පසු බොහෝ වර්ණ තේමා එක්වී ඇති නිසා. ඇතැම් ශ්‍රමිකව කලයුතු කාර්යයන් පැවතිය හැක. මෙම තේමාව ස්වයංක්‍රීයව නොසුරැකේ.	0.20677880810580973	0.507878
570	Use window class and window & role (specific window)	කවුළු කාණ්ඩය හා කවුළු චරිතය භාවිත කරන්න (නිශ්චිත කවුළුව) (r)	0.20677723326298292	0.75116
571	If you enable this option, KDE Applications will show small icons alongside some important buttons.	මෙම වික්ල්පය සක්‍රීය විට, KDE භාවිතයෙදවුම් වල වැදගත් බොත්තම් පසෙකින් කුඩා අයිකන පෙන්වනු ඇත.	0.20670644227357116	0.436087
572	Could not write to file %1. The disk in drive %2 is probably full.	ක% 1 ගොණුව වෙත ලිවිය නොහැක.% 2 ධාවකයේ තැටිය බොහෝවිට පිරී ඇත.	0.20665418626231258	0.399682
573	Show & hidden files	සැඟවුනු ගොනු සොයන්න (h)	0.20663855171915202	0.3875
